customer_id,age,country,device,premium_user,signup_date
692,37,SK,desktop,0,2024-02-06
693,46,HU,desktop,0,2026-02-18
694,59,UA,mobile,0,2025-01-03
695,46,UA,mobile,0,2025-11-25
696,20,UA,mobile,1,2025-06-08
697,36,CZ,mobile,0,2024-10-05
698,20,PL,desktop,0,2024-08-04
699,31,SK,mobile,0,2026-05-16
700,57,PL,mobile,0,2026-05-22
701,21,HU,mobile,0,2026-03-08
702,69,HU,desktop,1,2024-09-29
703,28,UA,mobile,0,2026-05-30
704,48,PL,desktop,1,2024-03-02
705,60,CZ,desktop,0,2025-08-18
706,49,UA,desktop,1,2026-05-29
707,44,UA,desktop,1,2025-12-29
708,47,CZ,mobile,0,2024-12-07
709,60,UA,desktop,1,2025-01-31
710,19,CZ,mobile,0,2025-11-29
711,66,CZ,desktop,0,2024-01-19
712,26,UA,desktop,0,2024-06-25
713,45,PL,mobile,0,2025-09-03
714,48,UA,mobile,1,2025-01-30
715,51,CZ,mobile,0,2025-03-20
716,32,UA,desktop,0,2024-08-20
717,65,SK,mobile,0,2024-03-16
718,42,PL,mobile,1,2024-09-21
719,53,UA,mobile,1,2025-03-30
720,25,PL,mobile,0,2026-03-06
721,26,UA,tablet,0,2025-12-18
722,54,PL,desktop,0,2026-01-04
723,65,PL,mobile,0,2025-01-18
724,62,PL,mobile,0,2025-07-17
725,56,UA,mobile,0,2026-04-30
726,49,UA,mobile,0,2025-05-20
727,69,CZ,desktop,0,2025-01-01
728,34,PL,mobile,0,2024-05-23
729,52,UA,mobile,1,2026-06-03
730,54,SK,desktop,1,2024-03-09
731,36,UA,tablet,0,2024-04-08
732,61,SK,mobile,1,2025-01-30
733,46,UA,mobile,0,2024-01-25
734,24,UA,mobile,0,2026-06-09
735,45,HU,desktop,0,2025-04-13
736,26,UA,tablet,1,2025-04-28
737,45,SK,mobile,0,2025-07-18
738,23,UA,mobile,0,2024-05-30
739,46,CZ,desktop,0,2024-05-23
740,34,SK,desktop,0,2025-07-22
741,33,UA,tablet,1,2024-02-08
742,40,SK,mobile,0,2024-04-18
743,48,PL,mobile,1,2025-11-23
744,20,CZ,mobile,0,2024-02-11
745,38,PL,mobile,1,2024-07-04
746,43,SK,desktop,1,2025-02-01
747,53,UA,mobile,0,2024-08-10
748,59,UA,mobile,1,2025-09-25
749,54,SK,desktop,0,2024-05-12
750,70,SK,mobile,1,2024-06-11
751,39,UA,desktop,0,2024-08-02
752,59,PL,mobile,0,2026-01-02
753,29,PL,desktop,0,2024-08-22
754,59,UA,mobile,0,2026-04-22
755,30,UA,desktop,1,2025-10-19
756,28,CZ,mobile,1,2026-01-20
757,33,UA,mobile,0,2025-08-10
758,25,SK,desktop,0,2024-01-09
759,57,SK,mobile,0,2024-03-14
760,57,UA,mobile,0,2025-05-06
761,62,UA,desktop,0,2024-09-09
762,19,UA,desktop,0,2024-08-17
763,47,PL,mobile,0,2025-06-02
764,47,CZ,mobile,0,2024-06-22
765,29,UA,mobile,0,2025-10-14
766,27,CZ,mobile,1,2024-06-16
767,61,UA,tablet,0,2024-06-18
768,28,UA,desktop,0,2025-01-27
769,32,UA,mobile,0,2026-03-05
770,33,UA,tablet,0,2025-09-25
771,34,UA,desktop,0,2024-07-12
772,43,UA,desktop,0,2025-05-31
773,19,SK,mobile,0,2024-01-29
774,67,SK,mobile,1,2024-06-13
775,29,UA,desktop,0,2025-02-25
776,68,UA,mobile,0,2024-12-04
777,43,UA,mobile,0,2025-10-09
778,40,UA,mobile,0,2025-05-10
779,35,PL,mobile,1,2024-12-30
780,49,PL,mobile,1,2026-04-12
781,66,UA,desktop,0,2024-12-07
782,55,UA,mobile,0,2025-05-14
783,64,UA,mobile,1,2025-10-18
784,20,UA,desktop,0,2025-05-25
785,55,CZ,mobile,0,2024-11-22
786,20,UA,mobile,0,2024-08-04
787,47,PL,desktop,0,2024-10-27
788,18,PL,mobile,1,2024-05-11
789,47,SK,desktop,0,2026-03-14
790,62,SK,desktop,0,2024-03-10
791,49,CZ,mobile,0,2024-09-08
792,45,UA,mobile,1,2025-02-18
793,38,PL,tablet,0,2026-02-25
794,63,SK,mobile,1,2025-03-20
795,30,UA,desktop,0,2026-05-25
796,44,PL,desktop,1,2024-06-30
797,53,SK,mobile,0,2024-06-15
798,24,PL,mobile,0,2024-03-31
799,39,UA,mobile,0,2025-12-14
800,27,UA,mobile,1,2026-05-07
801,56,UA,desktop,0,2025-06-14
802,70,UA,tablet,0,2024-02-08
803,32,CZ,desktop,0,2024-05-05
804,32,CZ,mobile,0,2025-03-26
805,21,UA,desktop,1,2024-06-21
806,49,SK,desktop,0,2025-10-14
807,40,PL,tablet,1,2026-01-23
808,23,UA,mobile,0,2024-08-07
809,41,SK,desktop,1,2025-09-29
810,37,SK,desktop,0,2024-02-27
811,54,CZ,mobile,0,2025-10-21
812,37,SK,tablet,0,2025-04-20
813,29,CZ,mobile,1,2025-03-31
814,50,SK,mobile,0,2026-04-08
815,45,PL,desktop,0,2026-06-13
816,25,CZ,mobile,1,2024-12-26
817,18,HU,desktop,1,2024-01-01
818,54,CZ,desktop,1,2025-01-21
819,39,UA,mobile,0,2024-12-13
820,23,PL,mobile,0,2024-07-08
821,38,PL,desktop,1,2025-05-19
822,49,UA,desktop,0,2024-07-09
823,52,HU,tablet,0,2025-05-22
824,32,UA,desktop,0,2025-01-03
825,22,UA,mobile,1,2025-02-12
826,63,HU,mobile,0,2026-04-03
827,67,PL,tablet,1,2024-04-26
828,65,UA,mobile,0,2024-05-13
829,23,PL,mobile,1,2024-02-27
830,42,CZ,desktop,0,2025-07-09
831,63,UA,desktop,0,2025-11-15
832,57,HU,desktop,0,2025-11-02
833,46,PL,mobile,1,2024-06-21
834,24,PL,desktop,0,2026-04-08
835,57,PL,desktop,1,2026-03-25
836,30,CZ,desktop,0,2024-05-28
837,55,UA,tablet,0,2024-03-20
838,35,UA,mobile,0,2026-06-04
839,19,PL,desktop,0,2024-07-31
840,25,SK,tablet,0,2024-07-21
841,28,UA,mobile,0,2026-02-02
842,50,CZ,mobile,1,2024-08-16
843,55,SK,desktop,1,2025-11-06
844,65,UA,mobile,0,2024-08-14
845,44,UA,mobile,0,2025-10-20
846,37,UA,mobile,0,2025-06-15
847,29,PL,mobile,1,2025-03-16
848,60,UA,mobile,0,2025-02-05
849,48,PL,mobile,0,2024-02-16
850,44,PL,tablet,0,2024-08-20
851,49,PL,desktop,0,2024-10-31
852,27,UA,desktop,0,2025-06-09
853,20,UA,mobile,0,2024-05-22
854,62,SK,desktop,0,2025-02-18
855,44,HU,desktop,0,2025-05-27
856,52,SK,desktop,0,2025-01-07
857,48,PL,mobile,1,2025-07-19
858,32,UA,mobile,0,2026-06-04
859,33,UA,desktop,0,2024-09-15
860,30,UA,desktop,0,2025-10-17
861,66,UA,desktop,0,2025-04-15
862,52,CZ,desktop,0,2024-01-12
863,69,UA,mobile,0,2024-11-25
864,28,UA,desktop,0,2026-01-05
865,38,HU,mobile,0,2026-02-22
866,68,UA,desktop,0,2024-12-23
867,28,UA,tablet,0,2025-02-11
868,47,UA,desktop,0,2025-10-29
869,65,PL,mobile,0,2025-01-07
870,70,CZ,mobile,0,2024-01-08
871,52,UA,desktop,0,2024-05-01
872,39,PL,desktop,0,2024-12-13
873,55,SK,desktop,0,2025-11-06
874,48,SK,mobile,1,2024-03-30
875,31,HU,mobile,0,2025-10-09
876,41,SK,desktop,0,2025-11-28
877,67,PL,desktop,0,2024-11-11
878,66,UA,tablet,1,2024-06-26
879,49,UA,mobile,0,2025-06-23
880,53,UA,desktop,1,2026-01-01
881,49,CZ,mobile,1,2026-05-18
882,32,SK,desktop,0,2024-02-10
883,60,PL,desktop,0,2026-01-09
884,52,UA,mobile,0,2025-12-04
885,20,PL,mobile,0,2025-05-16
886,33,HU,desktop,0,2024-05-24
887,22,PL,desktop,0,2024-07-19
888,38,SK,mobile,0,2025-12-24
889,27,SK,mobile,0,2025-04-05
890,36,HU,desktop,1,2026-01-01
891,42,SK,tablet,0,2026-01-21
892,21,CZ,mobile,1,2025-07-11
893,46,UA,desktop,0,2025-06-30
894,36,UA,mobile,0,2024-09-09
895,60,PL,mobile,0,2025-01-24
896,19,UA,mobile,1,2025-08-16
897,27,HU,desktop,0,2026-06-01
898,60,UA,mobile,1,2024-09-12
899,42,SK,desktop,0,2025-12-09
900,37,UA,mobile,1,2026-03-25
901,65,UA,tablet,1,2025-03-25
902,36,HU,desktop,1,2024-01-10
903,40,UA,desktop,0,2026-04-03
904,41,UA,desktop,0,2026-03-08
905,28,UA,desktop,0,2024-08-29
906,63,CZ,desktop,0,2024-09-07
907,51,UA,mobile,0,2026-05-26
908,45,PL,mobile,1,2024-01-05
909,22,PL,desktop,0,2024-04-28
910,22,CZ,mobile,1,2026-03-11
911,68,CZ,mobile,0,2025-01-08
912,38,PL,mobile,0,2024-03-05
913,29,UA,mobile,0,2024-05-25
914,67,SK,desktop,1,2024-08-11
915,21,UA,mobile,0,2024-08-26
916,66,PL,tablet,1,2024-06-25
917,59,UA,tablet,0,2026-02-17
918,37,SK,tablet,1,2026-05-02
919,55,PL,mobile,0,2024-10-08
920,42,UA,mobile,0,2024-03-03
921,31,CZ,tablet,0,2024-08-04
922,28,CZ,tablet,1,2026-05-03
923,49,UA,desktop,0,2026-04-06
924,28,PL,mobile,1,2026-03-05
925,35,CZ,desktop,0,2025-11-19
926,44,HU,desktop,0,2025-04-05
927,35,CZ,mobile,0,2025-09-01
928,40,UA,desktop,0,2024-04-14
929,28,UA,desktop,0,2024-04-08
930,38,SK,desktop,1,2025-05-25
931,61,SK,mobile,1,2025-01-19
932,22,UA,desktop,0,2025-02-08
933,40,UA,tablet,1,2026-04-02
934,58,CZ,desktop,0,2025-06-01
935,42,UA,desktop,0,2025-04-20
936,58,UA,desktop,0,2025-12-09
937,27,UA,desktop,0,2026-05-12
938,39,UA,desktop,0,2025-10-06
939,36,PL,mobile,0,2026-05-19
940,18,CZ,mobile,0,2026-02-09
941,24,UA,mobile,1,2025-03-12
942,21,UA,mobile,0,2024-01-23
943,18,UA,mobile,1,2025-07-18
944,32,PL,mobile,1,2025-11-07
945,57,UA,desktop,0,2025-12-14
946,29,PL,mobile,0,2025-04-02
947,39,CZ,mobile,0,2024-03-23
948,39,UA,mobile,1,2024-05-24
949,67,UA,desktop,1,2024-03-25
950,64,UA,mobile,1,2024-03-18
951,34,PL,mobile,0,2025-04-01
952,46,SK,mobile,1,2026-05-27
953,63,UA,desktop,0,2024-01-01
954,31,HU,tablet,0,2024-02-20
955,67,UA,tablet,0,2025-11-15
956,37,SK,mobile,1,2025-12-17
957,67,PL,desktop,1,2026-02-10
958,65,CZ,desktop,0,2025-03-21
959,50,PL,mobile,1,2025-03-24
960,60,PL,mobile,1,2026-05-30
961,32,SK,mobile,0,2025-05-02
962,29,SK,desktop,0,2026-03-10
963,57,PL,mobile,0,2024-02-03
964,37,UA,mobile,0,2024-12-13
965,47,UA,mobile,0,2024-04-04
966,55,SK,desktop,0,2024-03-12
967,20,PL,desktop,1,2025-07-04
968,45,PL,desktop,0,2024-06-02
969,43,CZ,desktop,0,2024-09-06
970,47,SK,mobile,0,2025-11-04
971,30,CZ,mobile,0,2025-03-13
972,30,SK,mobile,1,2024-04-27
973,19,SK,tablet,0,2026-02-09
974,54,UA,tablet,0,2026-06-09
975,66,UA,desktop,1,2024-11-01
976,55,SK,mobile,0,2024-09-24
977,19,UA,mobile,1,2024-02-23
978,53,HU,mobile,0,2024-08-23
979,43,UA,desktop,0,2025-01-23
980,28,UA,desktop,1,2026-01-03
981,25,HU,desktop,0,2026-02-01
982,61,CZ,desktop,0,2026-04-04
983,57,UA,mobile,0,2025-02-04
984,60,SK,mobile,0,2025-09-15
985,39,CZ,mobile,1,2026-02-05
986,37,PL,desktop,1,2024-10-29
987,25,UA,mobile,0,2024-07-25
988,46,SK,desktop,0,2024-08-16
989,57,SK,desktop,1,2026-05-02
990,43,UA,mobile,1,2025-07-31
991,47,SK,mobile,0,2024-03-15
992,34,SK,mobile,1,2025-03-10
993,37,PL,desktop,0,2024-04-12
994,69,CZ,mobile,0,2025-02-25
995,33,UA,mobile,1,2025-12-04
996,63,UA,desktop,0,2026-02-02
997,60,CZ,desktop,0,2026-01-07
998,24,SK,mobile,0,2026-03-16
999,33,CZ,desktop,0,2024-11-01
1000,62,PL,desktop,0,2024-04-07
1001,64,UA,desktop,1,2026-04-29
1002,65,UA,mobile,0,2026-03-08
1003,44,PL,mobile,0,2024-11-30
1004,70,UA,desktop,0,2026-05-08
1005,40,PL,mobile,0,2025-03-10
1006,41,UA,desktop,0,2025-03-22
1007,26,SK,desktop,0,2024-11-03
1008,52,UA,tablet,0,2024-09-05
1009,68,PL,mobile,1,2024-06-14
1010,37,PL,mobile,0,2025-04-25
1011,54,UA,mobile,1,2024-11-30
1012,59,UA,desktop,0,2025-06-25
1013,34,UA,mobile,1,2026-01-28
1014,64,SK,mobile,0,2024-04-15
1015,48,UA,mobile,1,2025-07-16
1016,25,CZ,mobile,0,2024-03-21
1017,32,HU,mobile,1,2024-05-12
1018,48,SK,mobile,0,2026-03-07
1019,70,UA,desktop,1,2026-06-18
1020,47,HU,mobile,1,2024-05-17
1021,63,UA,mobile,0,2024-07-02
1022,37,PL,desktop,0,2025-02-04
1023,56,SK,desktop,0,2024-11-25
1024,70,CZ,mobile,1,2026-02-23
1025,29,UA,mobile,0,2025-05-22
1026,66,UA,desktop,0,2026-05-01
1027,34,UA,mobile,0,2024-03-09
1028,59,PL,mobile,0,2025-06-29
1029,47,UA,mobile,0,2026-02-12
1030,46,HU,mobile,0,2024-02-22
1031,36,HU,desktop,0,2025-03-25
1032,63,SK,desktop,0,2024-07-23
1033,28,PL,desktop,0,2024-05-05
1034,51,CZ,mobile,0,2026-01-16
1035,67,HU,mobile,0,2024-02-12
1036,24,SK,desktop,0,2026-01-21
1037,61,UA,mobile,0,2026-06-01
1038,51,UA,mobile,1,2024-04-20
1039,37,UA,desktop,0,2026-01-30
1040,67,PL,desktop,0,2025-10-24
1041,55,CZ,mobile,0,2024-07-01
1042,41,SK,desktop,0,2026-04-27
1043,27,UA,mobile,0,2024-04-04
1044,49,UA,mobile,1,2025-01-08
1045,69,UA,mobile,0,2025-06-03
1046,32,UA,desktop,0,2026-06-18
1047,54,UA,desktop,0,2024-12-25
1048,37,CZ,desktop,1,2026-06-18
1049,20,PL,mobile,0,2025-11-26
1050,54,CZ,mobile,0,2024-10-07
1051,57,UA,desktop,0,2024-07-13
1052,25,UA,mobile,0,2026-05-13
1053,57,PL,mobile,1,2024-07-13
1054,61,SK,tablet,0,2025-10-28
1055,40,UA,desktop,0,2024-04-02
1056,57,SK,mobile,0,2025-11-02
1057,28,UA,mobile,0,2024-03-01
1058,63,SK,mobile,0,2025-09-25
1059,25,SK,desktop,1,2024-02-20
1060,46,UA,desktop,0,2025-02-06
1061,47,CZ,desktop,0,2026-02-27
1062,27,UA,mobile,0,2024-01-05
1063,56,SK,mobile,1,2025-04-10
1064,45,UA,tablet,0,2025-08-26
1065,66,PL,tablet,1,2025-11-12
1066,53,CZ,mobile,0,2026-04-08
1067,30,SK,mobile,0,2025-06-17
1068,49,UA,mobile,0,2025-02-08
1069,53,CZ,desktop,0,2026-04-17
1070,54,UA,desktop,0,2025-05-27
1071,43,UA,desktop,0,2025-10-06
1072,39,CZ,mobile,0,2024-08-20
1073,21,UA,mobile,0,2025-06-07
1074,48,UA,mobile,0,2024-12-11
1075,35,SK,tablet,0,2024-02-15
1076,55,UA,mobile,1,2025-06-29
1077,41,CZ,desktop,0,2024-03-18
1078,40,UA,mobile,1,2025-12-30
1079,39,UA,tablet,0,2026-03-23
1080,19,UA,desktop,0,2024-03-13
1081,48,CZ,mobile,1,2026-03-04
1082,28,CZ,desktop,0,2024-09-05
1083,45,UA,mobile,0,2024-02-16
1084,63,UA,mobile,0,2024-04-30
1085,49,HU,mobile,0,2024-08-01
1086,22,UA,tablet,1,2024-08-26
1087,55,SK,tablet,1,2024-02-25
1088,27,UA,mobile,0,2024-12-15
1089,57,CZ,desktop,0,2024-04-16
1090,63,UA,desktop,1,2026-04-10
1091,41,SK,desktop,0,2024-02-17
1092,52,CZ,mobile,0,2025-07-26
1093,61,UA,mobile,0,2024-12-02
1094,65,UA,desktop,0,2024-01-26
1095,40,CZ,mobile,1,2026-03-14
1096,34,CZ,mobile,0,2024-09-13
1097,18,UA,desktop,0,2024-01-08
1098,48,UA,mobile,0,2025-09-16
1099,48,SK,tablet,1,2026-05-16
1100,59,UA,mobile,0,2024-09-09
1101,59,CZ,tablet,1,2025-11-22
1102,70,PL,mobile,1,2025-12-19
1103,51,SK,mobile,0,2024-10-29
1104,26,HU,mobile,0,2025-09-30
1105,39,HU,desktop,0,2024-02-25
1106,30,UA,desktop,0,2025-12-26
1107,42,SK,mobile,1,2025-06-09
1108,65,UA,mobile,0,2025-04-18
1109,35,PL,desktop,0,2024-01-28
1110,68,PL,mobile,0,2024-03-18
1111,29,UA,desktop,1,2024-08-03
1112,57,HU,mobile,0,2025-01-20
1113,34,UA,desktop,0,2024-12-30
1114,32,CZ,desktop,0,2025-10-27
1115,59,SK,tablet,0,2025-06-09
1116,32,SK,desktop,0,2025-11-29
1117,32,UA,mobile,0,2024-11-07
1118,56,PL,mobile,0,2026-06-01
1119,30,SK,desktop,0,2024-01-07
1120,34,UA,mobile,1,2024-01-03
1121,49,PL,desktop,0,2025-09-14
1122,26,UA,desktop,0,2026-01-19
1123,57,PL,mobile,0,2024-12-28
1124,37,SK,mobile,0,2026-01-20
1125,43,PL,mobile,0,2025-05-22
1126,44,PL,mobile,1,2024-09-30
1127,38,UA,mobile,0,2025-05-20
1128,35,PL,desktop,0,2026-03-16
1129,30,UA,mobile,0,2026-01-08
1130,33,UA,mobile,0,2026-06-01
1131,26,PL,mobile,0,2024-01-15
1132,29,CZ,mobile,1,2024-07-10
1133,61,PL,mobile,0,2025-09-22
1134,55,UA,desktop,0,2025-04-29
1135,36,UA,mobile,1,2024-01-28
1136,24,UA,desktop,0,2025-12-14
1137,52,HU,desktop,0,2024-02-08
1138,65,PL,tablet,0,2024-09-29
1139,35,UA,mobile,0,2024-08-18
1140,33,UA,mobile,0,2024-03-26
1141,56,HU,mobile,1,2025-04-18
1142,21,UA,mobile,1,2024-05-05
1143,42,SK,tablet,1,2026-03-22
1144,49,UA,desktop,0,2025-06-20
1145,57,HU,desktop,1,2024-05-24
1146,30,SK,mobile,0,2025-06-08
1147,62,PL,desktop,0,2024-07-30
1148,34,UA,mobile,0,2024-01-25
1149,66,UA,desktop,0,2025-08-02
1150,54,UA,desktop,1,2025-01-28
1151,23,PL,mobile,0,2024-03-07
1152,36,UA,mobile,1,2024-08-20
1153,30,UA,desktop,0,2024-04-18
1154,43,PL,mobile,0,2024-05-25
1155,31,PL,mobile,0,2024-04-20
1156,48,UA,mobile,0,2024-08-15
1157,21,UA,mobile,1,2024-04-20
1158,56,HU,desktop,0,2025-04-14
1159,25,PL,desktop,1,2024-02-03
1160,42,SK,desktop,0,2025-09-14
1161,30,PL,mobile,0,2026-02-14
1162,49,UA,desktop,0,2025-01-03
1163,55,UA,desktop,1,2026-01-17
1164,55,UA,mobile,0,2025-08-17
1165,45,SK,mobile,0,2025-07-07
1166,70,CZ,desktop,0,2025-02-28
1167,47,UA,mobile,0,2025-09-04
1168,20,HU,mobile,0,2025-06-01
1169,45,UA,mobile,0,2025-11-22
1170,20,HU,mobile,0,2024-10-08
1171,62,HU,mobile,0,2024-11-15
1172,51,UA,mobile,0,2026-01-07
1173,33,UA,desktop,0,2025-03-18
1174,39,PL,mobile,0,2024-11-10
1175,49,CZ,desktop,0,2026-05-26
1176,55,PL,mobile,0,2026-01-10
1177,25,HU,tablet,0,2025-01-11
1178,25,CZ,tablet,0,2024-10-15
1179,23,UA,desktop,0,2025-03-12
1180,31,UA,tablet,0,2025-10-23
1181,49,CZ,desktop,0,2024-10-03
1182,52,UA,desktop,0,2025-12-10
1183,27,SK,mobile,1,2025-08-04
1184,20,UA,mobile,0,2025-05-17
1185,29,UA,desktop,0,2025-09-15
1186,66,UA,mobile,0,2025-05-30
1187,48,CZ,desktop,0,2024-12-15
1188,46,UA,desktop,0,2026-04-22
1189,22,SK,mobile,1,2025-03-21
1190,69,PL,desktop,0,2026-04-09
1191,42,SK,mobile,1,2024-12-15
1192,58,PL,mobile,0,2025-08-29
1193,48,UA,mobile,1,2025-10-25
1194,38,SK,mobile,0,2026-04-02
1195,37,UA,desktop,0,2024-05-16
1196,56,PL,desktop,0,2026-01-28
1197,39,UA,mobile,0,2026-06-17
1198,21,SK,desktop,1,2024-08-30
1199,30,HU,desktop,0,2025-06-26
1200,62,PL,mobile,0,2024-02-09
1201,59,PL,mobile,0,2024-08-16
1202,67,SK,desktop,0,2025-07-01
1203,66,UA,desktop,1,2024-08-10
1204,37,HU,mobile,0,2024-01-06
1205,69,UA,mobile,0,2024-11-17
1206,30,HU,desktop,0,2025-04-12
1207,34,CZ,desktop,0,2026-01-01
1208,53,SK,mobile,1,2024-03-15
1209,50,CZ,desktop,1,2024-01-04
1210,18,PL,mobile,0,2026-04-26
1211,32,PL,desktop,0,2025-10-07
1212,30,UA,mobile,1,2024-04-27
1213,34,CZ,mobile,0,2026-05-30
1214,41,CZ,mobile,0,2025-08-28
1215,25,SK,tablet,0,2025-05-18
1216,67,PL,desktop,0,2025-07-27
1217,44,UA,desktop,0,2025-03-16
1218,62,UA,desktop,1,2024-07-12
1219,40,CZ,mobile,0,2026-04-26
1220,63,UA,tablet,0,2025-12-15
1221,25,UA,mobile,0,2025-01-26
1222,25,SK,desktop,0,2024-01-26
1223,43,PL,mobile,0,2025-03-10
1224,64,PL,mobile,0,2024-06-21
1225,30,UA,mobile,0,2024-10-26
1226,56,CZ,desktop,1,2025-10-06
1227,54,UA,desktop,0,2024-11-21
1228,66,CZ,desktop,0,2025-02-13
1229,45,UA,mobile,0,2024-04-27
1230,42,SK,tablet,0,2026-04-15
1231,33,PL,mobile,1,2026-02-25
1232,19,PL,desktop,0,2025-12-24
1233,35,CZ,desktop,0,2024-08-12
1234,34,CZ,mobile,0,2025-06-15
1235,47,UA,mobile,0,2024-04-22
1236,56,SK,mobile,0,2024-05-19
1237,30,UA,mobile,1,2025-07-12
1238,49,HU,mobile,0,2024-01-01
1239,67,SK,mobile,0,2024-03-30
1240,46,UA,mobile,1,2025-10-15
1241,63,SK,desktop,0,2024-11-15
1242,47,UA,desktop,0,2025-07-03
1243,35,UA,mobile,0,2026-03-15
1244,30,HU,mobile,1,2026-06-12
1245,60,CZ,mobile,0,2024-05-18
1246,38,PL,mobile,0,2025-05-25
1247,47,UA,desktop,0,2026-05-17
1248,38,UA,desktop,0,2026-04-24
1249,65,HU,desktop,0,2024-09-15
1250,34,UA,mobile,0,2025-11-03
1251,57,UA,desktop,0,2025-11-20
1252,36,PL,mobile,0,2024-01-10
1253,69,PL,desktop,1,2024-09-17
1254,32,PL,tablet,0,2025-10-11
1255,26,UA,desktop,0,2024-06-20
1256,69,UA,desktop,0,2026-06-16
1257,27,UA,mobile,0,2024-01-13
1258,61,HU,tablet,0,2024-06-16
1259,48,UA,mobile,0,2025-10-03
1260,70,SK,mobile,0,2025-08-18
1261,40,SK,mobile,0,2024-11-16
1262,69,SK,tablet,0,2024-11-14
1263,47,SK,desktop,0,2025-09-04
1264,50,UA,tablet,0,2024-11-24
1265,69,UA,desktop,0,2026-02-23
1266,26,PL,mobile,0,2026-02-15
1267,64,UA,tablet,1,2025-07-03
1268,18,CZ,tablet,1,2025-02-22
1269,61,CZ,mobile,0,2025-08-28
1270,52,SK,mobile,0,2024-04-04
1271,28,UA,desktop,0,2026-03-27
1272,51,HU,tablet,0,2025-08-03
1273,33,UA,desktop,1,2024-11-13
1274,26,PL,desktop,0,2024-08-23
1275,49,PL,tablet,0,2024-11-29
1276,32,SK,desktop,1,2026-06-03
1277,29,PL,desktop,0,2025-01-10
1278,50,HU,desktop,0,2025-04-03
1279,62,HU,mobile,0,2024-05-16
1280,31,SK,desktop,0,2025-08-10
1281,25,UA,mobile,0,2025-06-30
1282,25,SK,desktop,1,2025-05-27
1283,44,SK,mobile,0,2024-10-22
1284,29,UA,mobile,0,2024-11-15
1285,18,UA,mobile,1,2025-07-25
1286,60,UA,desktop,0,2026-04-11
1287,57,UA,mobile,0,2024-12-14
1288,59,PL,mobile,0,2026-04-19
1289,68,HU,mobile,0,2026-02-17
1290,28,PL,mobile,0,2026-05-22
1291,56,PL,mobile,1,2024-08-16
1292,60,HU,mobile,0,2024-09-26
1293,48,UA,mobile,0,2026-04-07
1294,34,SK,mobile,0,2026-03-08
1295,50,PL,mobile,1,2024-10-17
1296,49,PL,mobile,0,2025-12-25
1297,46,UA,desktop,1,2024-06-13
1298,38,PL,mobile,0,2024-01-05
1299,38,UA,mobile,1,2026-04-30
1300,57,SK,mobile,1,2025-01-13
1301,40,UA,mobile,0,2024-03-18
1302,23,SK,mobile,0,2025-02-13
1303,39,UA,mobile,0,2025-07-27
1304,67,UA,desktop,0,2024-05-11
1305,55,CZ,desktop,0,2025-08-23
1306,54,UA,mobile,1,2026-01-18
1307,62,SK,desktop,0,2024-02-11
1308,68,HU,mobile,0,2024-03-29
1309,25,SK,tablet,0,2025-02-05
1310,58,UA,mobile,0,2024-10-22
1311,66,PL,desktop,0,2026-04-19
1312,52,CZ,mobile,0,2024-10-21
1313,68,SK,desktop,1,2025-09-07
1314,28,UA,mobile,0,2025-06-09
1315,41,PL,mobile,0,2026-03-10
1316,66,PL,desktop,0,2025-11-21
1317,38,UA,mobile,1,2025-09-28
1318,68,UA,desktop,0,2025-02-25
1319,19,PL,desktop,0,2026-05-14
1320,57,SK,mobile,0,2024-01-23
1321,36,HU,mobile,0,2025-07-28
1322,56,CZ,mobile,0,2024-05-22
1323,45,UA,desktop,1,2025-10-26
1324,34,UA,mobile,0,2024-05-24
1325,23,HU,desktop,0,2024-08-12
1326,36,HU,tablet,0,2025-05-17
1327,55,HU,mobile,0,2026-03-31
1328,45,SK,tablet,0,2025-09-07
1329,19,UA,desktop,1,2024-04-13
1330,55,SK,mobile,0,2024-02-08
1331,54,UA,mobile,0,2024-07-16
1332,68,UA,desktop,0,2025-10-07
1333,69,CZ,mobile,1,2025-08-01
1334,21,UA,mobile,0,2025-01-25
1335,39,UA,mobile,0,2024-06-27
1336,43,PL,desktop,0,2025-07-07
1337,66,PL,desktop,1,2025-03-23
1338,60,SK,desktop,0,2025-05-14
1339,53,UA,mobile,0,2024-01-15
1340,30,UA,desktop,1,2025-09-14
1341,69,UA,tablet,0,2025-10-30
1342,49,UA,mobile,0,2024-10-15
1343,34,UA,mobile,0,2025-04-22
1344,58,CZ,desktop,0,2024-08-18
1345,53,PL,desktop,0,2025-02-23
1346,63,SK,desktop,1,2024-06-05
1347,36,HU,tablet,0,2025-07-03
1348,52,CZ,desktop,1,2025-03-16
1349,63,UA,mobile,0,2024-04-06
1350,57,UA,desktop,0,2025-02-14
1351,45,SK,desktop,0,2024-10-15
1352,18,PL,tablet,0,2024-09-10
1353,59,SK,mobile,0,2024-07-14
1354,35,SK,desktop,0,2025-08-20
1355,65,HU,desktop,0,2026-04-13
1356,57,HU,mobile,0,2025-06-05
1357,50,PL,mobile,1,2025-05-31
1358,29,UA,desktop,0,2025-09-26
1359,25,HU,mobile,0,2026-04-21
1360,41,PL,desktop,0,2026-05-14
1361,33,UA,desktop,0,2024-04-27
1362,67,CZ,mobile,0,2026-03-16
1363,21,PL,tablet,0,2024-06-07
1364,55,SK,desktop,0,2026-03-25
1365,61,CZ,mobile,0,2024-08-15
1366,44,UA,mobile,1,2026-05-26
1367,26,HU,tablet,0,2024-08-03
