session_id,customer_id,session_date,duration_minutes,pages_viewed,device,traffic_source,converted
27512,3625,2026-07-17,13.7,2,mobile,social,1
27513,2972,2025-08-28,1.7,4,mobile,paid,0
27514,2533,2024-09-17,16.4,4,mobile,direct,0
27515,2900,2025-01-18,2.5,4,desktop,paid,0
27516,359,2025-11-06,39.3,6,desktop,organic,0
27517,1809,2025-07-30,8.2,8,desktop,organic,0
27518,1143,2024-06-02,7.8,6,mobile,email,1
27519,1553,2025-07-07,3.2,4,tablet,organic,0
27520,2281,2025-01-19,19.2,6,mobile,paid,0
27521,3050,2024-09-03,13.4,6,mobile,organic,0
27522,534,2025-06-18,4.6,2,desktop,direct,0
27523,1939,2025-09-09,21.4,8,tablet,email,0
27524,1491,2025-11-11,4.0,10,tablet,email,0
27525,3520,2025-06-21,15.0,6,mobile,organic,0
27526,3061,2025-02-24,9.6,4,mobile,paid,0
27527,1951,2024-10-28,10.2,10,mobile,email,0
27528,1670,2026-04-16,4.3,4,tablet,email,1
27529,1501,2024-09-28,2.5,7,desktop,paid,0
27530,3509,2025-10-06,17.2,9,mobile,organic,0
27531,3103,2025-03-19,7.9,5,mobile,direct,0
27532,967,2025-11-05,15.0,4,mobile,direct,0
27533,4843,2024-10-04,4.4,7,desktop,direct,0
27534,2653,2024-08-20,35.0,3,desktop,paid,0
27535,2373,2026-03-20,1.8,10,mobile,organic,0
27536,697,2024-10-25,3.5,4,desktop,paid,1
27537,3197,2025-02-14,26.5,7,mobile,direct,0
27538,592,2025-09-18,5.9,9,desktop,direct,0
27539,38,2025-11-05,48.0,4,mobile,organic,1
27540,1145,2025-12-19,22.2,2,mobile,paid,0
27541,4397,2025-12-13,9.5,5,desktop,social,0
27542,4073,2025-12-26,9.3,6,mobile,paid,0
27543,3190,2024-12-06,12.1,3,mobile,social,0
27544,4293,2025-02-07,10.1,9,mobile,paid,0
27545,3549,2024-06-26,40.3,5,mobile,organic,0
27546,901,2026-01-18,7.9,6,mobile,paid,1
27547,211,2025-04-14,18.4,5,tablet,paid,0
27548,915,2025-04-04,3.4,4,mobile,organic,1
27549,1122,2026-05-27,6.1,3,mobile,social,0
27550,4268,2025-11-19,22.8,6,mobile,organic,0
27551,4997,2025-03-07,12.0,7,tablet,social,0
27552,1981,2025-03-10,4.3,5,mobile,paid,0
27553,66,2025-03-13,13.1,6,desktop,organic,1
27554,1571,2024-12-23,2.3,6,desktop,social,0
27555,3219,2025-01-24,16.6,5,mobile,organic,1
27556,1113,2025-04-03,1.7,9,mobile,social,0
27557,1623,2024-09-25,19.4,7,mobile,social,0
27558,2965,2025-03-09,2.1,7,mobile,organic,0
27559,1104,2026-07-03,4.0,7,mobile,social,0
27560,3773,2025-11-20,9.0,5,mobile,organic,1
27561,4470,2025-10-31,14.1,4,desktop,organic,0
27562,1679,2026-06-21,11.9,9,mobile,organic,1
27563,1160,2025-10-25,15.1,11,desktop,organic,0
27564,3031,2024-08-12,7.6,6,desktop,organic,0
27565,1549,2025-04-06,17.7,2,mobile,organic,1
27566,4386,2026-07-16,2.6,5,tablet,paid,1
27567,1511,2024-10-23,17.0,5,desktop,social,0
27568,1947,2025-04-16,9.2,4,tablet,organic,0
27569,2772,2025-01-26,16.5,2,desktop,direct,0
27570,3496,2026-02-04,12.5,7,desktop,social,0
27571,2826,2024-07-26,4.0,4,mobile,social,0
27572,207,2024-08-31,7.4,7,tablet,social,0
27573,4867,2025-11-02,2.4,3,mobile,paid,0
27574,4982,2024-07-14,8.8,7,mobile,email,0
27575,4678,2025-05-05,10.6,5,desktop,email,0
27576,3718,2026-03-20,18.4,10,desktop,email,0
27577,4208,2025-03-28,88.4,7,mobile,direct,0
27578,3698,2024-06-12,1.3,6,mobile,paid,0
27579,3450,2025-05-15,16.0,4,mobile,organic,0
27580,1463,2025-09-13,1.7,11,mobile,direct,0
27581,3579,2025-09-24,5.2,4,mobile,paid,1
27582,834,2024-08-05,14.6,4,tablet,paid,0
27583,4332,2025-01-11,5.7,6,desktop,email,0
27584,2206,2025-05-16,21.2,5,mobile,social,0
27585,1206,2026-07-26,11.3,8,mobile,email,0
27586,3665,2025-08-11,26.0,8,mobile,direct,0
27587,2383,2025-04-11,13.3,5,mobile,paid,0
27588,4176,2025-08-28,6.1,7,mobile,organic,0
27589,569,2025-01-05,11.9,9,mobile,organic,0
27590,374,2025-07-25,4.5,8,mobile,organic,0
27591,2151,2024-09-13,28.1,8,tablet,social,0
27592,2512,2026-03-13,2.2,7,desktop,organic,0
27593,40,2026-05-20,10.6,8,desktop,organic,0
27594,4037,2024-09-22,11.2,6,mobile,direct,0
27595,2588,2026-07-28,8.2,3,desktop,direct,0
27596,3507,2025-05-22,9.0,9,desktop,organic,0
27597,382,2026-06-10,22.0,7,mobile,organic,0
27598,1671,2024-06-05,1.6,6,mobile,direct,0
27599,1736,2026-06-01,10.5,8,desktop,paid,0
27600,3096,2025-01-04,9.5,9,desktop,organic,0
27601,2002,2025-02-26,2.1,6,tablet,paid,0
27602,2564,2024-08-16,10.7,2,mobile,direct,1
27603,1153,2026-07-12,1.1,5,mobile,direct,0
27604,4290,2025-08-02,32.6,6,desktop,organic,0
27605,3208,2026-02-12,4.9,6,mobile,organic,0
27606,3385,2024-09-12,4.1,7,mobile,direct,0
27607,36,2024-12-06,4.1,6,mobile,direct,0
27608,1270,2026-01-09,1.6,5,tablet,organic,1
27609,4478,2026-06-14,23.7,7,mobile,social,0
27610,1284,2026-01-12,55.0,7,desktop,organic,0
27611,4580,2026-05-14,9.2,4,mobile,direct,0
27612,413,2024-09-01,4.4,4,mobile,social,0
27613,1057,2025-05-24,5.4,7,mobile,social,0
27614,779,2025-05-27,4.4,7,mobile,paid,0
27615,2474,2025-03-06,9.3,6,mobile,social,1
27616,622,2026-07-12,44.1,7,mobile,organic,0
27617,4702,2025-07-26,2.6,6,mobile,organic,0
27618,2760,2026-06-05,4.0,5,mobile,organic,0
27619,1736,2026-06-19,7.6,5,desktop,organic,0
27620,3071,2025-04-08,2.8,9,desktop,organic,0
27621,465,2025-09-28,3.7,9,mobile,organic,0
27622,263,2026-04-20,17.3,3,mobile,organic,0
27623,694,2026-03-27,31.9,4,mobile,organic,0
27624,500,2026-01-16,12.0,7,mobile,direct,0
27625,4660,2026-01-30,5.3,6,mobile,organic,0
27626,3659,2025-10-16,22.2,6,desktop,paid,1
27627,3552,2025-08-04,2.6,6,mobile,organic,0
27628,4691,2025-01-23,6.1,6,mobile,organic,0
27629,86,2024-08-05,4.9,9,mobile,direct,0
27630,3854,2026-06-08,3.8,3,desktop,organic,1
27631,3233,2025-06-28,12.0,4,mobile,organic,0
27632,3102,2026-03-05,10.3,2,mobile,email,1
27633,1737,2026-02-09,27.5,7,desktop,organic,0
27634,4178,2026-07-19,4.3,14,mobile,organic,0
27635,1707,2024-06-16,1.9,6,desktop,direct,0
27636,1727,2026-07-18,1.7,11,mobile,organic,0
27637,4953,2024-12-31,15.8,6,mobile,paid,1
27638,2975,2026-06-04,4.0,3,mobile,social,0
27639,1871,2025-04-21,7.6,7,desktop,direct,1
27640,3817,2025-11-05,70.5,3,mobile,direct,0
27641,1968,2025-10-07,22.6,5,tablet,social,0
27642,2850,2026-05-04,11.0,7,mobile,paid,0
27643,4567,2025-12-11,12.7,5,mobile,direct,0
27644,1363,2025-05-07,4.7,4,tablet,social,0
27645,4960,2025-12-30,11.5,6,mobile,social,1
27646,1867,2025-02-17,6.1,6,desktop,organic,1
27647,1331,2024-07-19,22.9,9,mobile,organic,0
27648,200,2026-05-26,9.9,7,desktop,email,0
27649,936,2026-01-28,3.7,3,desktop,social,0
27650,1358,2025-07-11,3.8,10,mobile,organic,0
27651,2381,2024-07-05,11.7,7,desktop,email,1
27652,3710,2026-01-24,19.0,10,desktop,organic,0
27653,1403,2024-09-04,5.4,3,mobile,paid,0
27654,340,2024-11-13,14.5,5,mobile,organic,0
27655,3203,2024-06-16,8.7,4,mobile,direct,0
27656,4786,2025-09-20,10.2,5,desktop,email,1
27657,1888,2026-07-24,16.9,4,mobile,direct,0
27658,3490,2025-06-15,3.3,6,desktop,email,0
27659,3411,2024-10-25,16.1,6,tablet,social,0
27660,2669,2024-09-14,30.9,4,desktop,social,1
27661,2476,2024-12-17,18.3,4,mobile,direct,1
27662,3775,2024-11-26,8.1,6,mobile,direct,0
27663,327,2026-06-07,91.5,8,mobile,social,0
27664,908,2024-08-02,4.5,4,desktop,organic,1
27665,554,2024-06-12,10.4,7,mobile,direct,1
27666,854,2025-01-03,2.3,7,mobile,direct,0
27667,1323,2026-05-12,1.1,4,desktop,organic,0
27668,4121,2026-02-18,21.6,9,desktop,social,0
27669,3263,2026-01-07,6.0,6,desktop,organic,0
27670,4533,2025-03-12,35.5,6,mobile,organic,0
27671,828,2025-12-03,6.9,4,mobile,organic,0
27672,4533,2024-09-01,16.3,8,tablet,social,1
27673,2846,2026-01-23,35.0,9,mobile,social,1
27674,2957,2025-07-22,11.5,6,mobile,paid,0
27675,686,2024-09-02,16.1,6,mobile,organic,0
27676,1746,2025-08-31,1.5,7,tablet,direct,0
27677,2485,2025-09-07,13.2,8,mobile,paid,0
27678,4141,2026-01-02,10.3,6,mobile,social,0
27679,196,2024-09-14,11.2,5,mobile,organic,0
27680,4862,2026-01-18,3.8,8,mobile,social,1
27681,1826,2024-09-02,7.0,10,mobile,direct,0
27682,3871,2025-05-06,5.7,4,mobile,paid,1
27683,2833,2025-05-16,22.8,8,desktop,email,0
27684,718,2026-07-18,5.6,9,mobile,direct,0
27685,1548,2025-12-24,10.0,6,desktop,social,1
27686,4027,2025-11-20,1.0,9,mobile,organic,0
27687,2667,2025-04-12,1.2,8,tablet,paid,0
27688,2603,2025-10-29,6.2,8,tablet,paid,0
27689,2082,2025-05-23,10.7,6,desktop,social,1
27690,534,2025-02-17,25.8,7,tablet,paid,0
27691,4273,2026-06-09,30.3,10,mobile,social,0
27692,486,2026-06-07,13.2,6,tablet,organic,0
27693,3924,2025-07-09,20.8,7,mobile,social,0
27694,626,2024-12-28,14.1,5,mobile,organic,1
27695,1721,2025-10-18,11.5,5,desktop,paid,1
27696,2727,2026-05-30,13.5,8,desktop,organic,0
27697,109,2025-06-30,7.4,7,mobile,direct,0
27698,1530,2024-10-09,5.4,6,desktop,organic,1
27699,482,2026-06-17,2.2,6,mobile,direct,1
27700,584,2026-02-03,26.5,7,tablet,organic,0
27701,472,2026-03-06,6.8,5,mobile,social,0
27702,813,2024-08-20,10.4,7,desktop,paid,1
27703,1381,2026-02-03,8.9,4,mobile,organic,0
27704,3491,2024-09-22,31.6,5,mobile,organic,1
27705,2400,2025-08-28,7.5,4,mobile,organic,0
27706,1994,2025-02-16,27.2,5,desktop,email,0
27707,726,2025-01-10,2.7,10,mobile,social,0
27708,1403,2025-01-26,6.3,2,desktop,social,0
27709,3278,2026-07-28,22.5,8,mobile,email,0
27710,4505,2025-02-09,8.9,6,desktop,organic,0
27711,4398,2025-03-09,2.2,4,mobile,direct,0
27712,2428,2026-01-27,10.9,6,desktop,organic,0
27713,3287,2025-11-21,2.0,4,mobile,email,0
27714,466,2026-05-08,2.7,3,mobile,organic,0
27715,3235,2025-01-12,10.3,5,mobile,email,0
27716,1114,2025-01-21,13.0,4,desktop,email,0
27717,2163,2025-10-07,6.3,7,mobile,email,0
27718,1516,2025-02-04,9.1,5,mobile,organic,0
27719,2772,2025-07-01,22.4,9,mobile,direct,0
27720,863,2024-10-06,9.7,4,mobile,direct,0
27721,1381,2026-02-02,4.5,6,mobile,direct,0
27722,2755,2024-09-13,19.0,13,mobile,paid,1
27723,2245,2026-04-02,45.8,5,mobile,paid,1
27724,666,2024-09-06,6.9,4,tablet,organic,0
27725,854,2026-04-21,4.0,7,desktop,organic,0
27726,2544,2024-11-19,1.6,4,mobile,organic,0
27727,1396,2025-09-22,23.0,2,desktop,social,0
27728,356,2025-11-28,18.0,4,mobile,social,0
27729,3089,2025-05-04,6.4,7,mobile,paid,1
27730,2633,2024-07-12,6.4,3,desktop,organic,0
27731,3988,2025-10-24,9.1,4,desktop,organic,0
27732,1179,2025-07-17,8.3,5,mobile,social,0
27733,3316,2026-01-26,19.8,6,mobile,social,0
27734,426,2025-10-27,30.8,3,mobile,paid,0
27735,4080,2025-12-13,13.8,4,desktop,direct,0
27736,223,2024-12-17,6.2,6,mobile,organic,1
27737,2636,2026-07-15,18.3,4,tablet,paid,1
27738,4604,2025-12-18,10.2,5,desktop,email,0
27739,4706,2025-10-21,8.3,9,tablet,paid,0
27740,3308,2025-08-12,18.5,6,desktop,paid,0
27741,2037,2026-02-26,12.2,8,desktop,organic,0
27742,3714,2026-01-09,3.5,8,desktop,organic,0
27743,4834,2024-12-09,2.9,4,mobile,paid,0
27744,4586,2025-08-25,21.7,5,mobile,direct,0
27745,3486,2025-08-02,2.6,9,mobile,social,0
27746,1072,2025-10-21,20.6,7,tablet,organic,0
27747,4322,2024-07-06,20.6,11,mobile,organic,1
27748,445,2026-08-09,5.2,5,desktop,paid,0
27749,3495,2025-03-30,8.4,7,desktop,paid,1
27750,3941,2025-05-03,12.7,11,mobile,organic,0
27751,1608,2026-03-27,12.7,9,desktop,paid,0
27752,793,2025-01-03,5.0,4,mobile,direct,1
27753,4338,2026-01-31,16.3,10,tablet,organic,0
27754,2861,2026-04-12,11.5,4,mobile,social,0
27755,4431,2026-06-17,3.6,6,mobile,social,0
27756,2609,2026-05-13,21.5,2,desktop,paid,0
27757,3194,2026-05-26,14.1,3,mobile,organic,0
27758,3838,2025-04-03,15.4,5,mobile,organic,0
27759,4681,2025-01-30,6.8,4,mobile,organic,1
27760,4513,2025-01-10,1.5,13,tablet,social,0
27761,3871,2025-12-25,3.1,10,desktop,organic,0
27762,1770,2026-05-24,22.2,5,desktop,organic,1
27763,4665,2025-06-12,15.4,6,mobile,paid,0
27764,3260,2024-12-08,11.3,10,desktop,organic,0
27765,2368,2024-06-18,19.9,4,mobile,organic,0
27766,4381,2024-11-17,2.3,4,desktop,organic,0
27767,1102,2026-03-02,1.1,8,desktop,email,0
27768,482,2024-08-12,7.3,6,mobile,email,1
27769,3604,2024-11-08,62.0,7,mobile,organic,0
27770,3568,2024-06-02,53.6,7,desktop,direct,0
27771,2575,2024-06-21,25.1,5,desktop,social,1
27772,1687,2026-03-30,24.9,6,mobile,organic,0
27773,1993,2025-04-22,10.3,8,mobile,paid,0
27774,1333,2024-07-03,11.8,4,mobile,paid,0
27775,3315,2026-03-13,2.5,4,mobile,organic,0
27776,1333,2026-05-11,18.9,10,mobile,social,1
27777,2852,2025-10-29,30.2,8,mobile,email,0
27778,816,2026-02-28,2.6,2,mobile,email,0
27779,3964,2026-03-30,4.9,7,mobile,paid,0
27780,4398,2026-04-01,8.6,6,mobile,paid,1
27781,4412,2024-11-30,19.3,3,desktop,direct,0
27782,2818,2026-03-24,9.8,7,mobile,direct,0
27783,3240,2026-03-22,11.7,5,tablet,direct,0
27784,925,2026-03-18,1.3,8,desktop,social,0
27785,4540,2025-01-21,5.8,5,mobile,social,0
27786,4456,2024-12-29,2.5,7,desktop,organic,0
27787,366,2026-07-19,16.9,6,tablet,organic,0
27788,663,2026-04-22,6.5,6,mobile,email,0
27789,4213,2024-12-20,13.5,9,mobile,paid,0
27790,3142,2025-05-13,16.7,2,desktop,paid,0
27791,2164,2025-11-19,1.7,4,mobile,social,0
27792,1283,2025-01-29,12.1,9,desktop,social,0
27793,1377,2025-05-05,5.8,4,desktop,social,1
27794,4811,2026-03-28,21.8,11,mobile,direct,0
27795,4932,2024-06-08,3.7,8,mobile,paid,0
27796,1657,2025-08-06,7.3,5,tablet,direct,0
27797,825,2025-04-09,23.9,5,mobile,organic,1
27798,3888,2025-11-06,18.9,7,mobile,direct,1
27799,251,2024-12-06,6.4,5,desktop,social,0
27800,2836,2024-10-12,3.1,6,desktop,paid,1
27801,4787,2026-03-18,1.9,6,mobile,paid,0
27802,2888,2025-08-16,80.0,3,desktop,email,0
27803,680,2024-06-11,18.2,6,desktop,direct,1
27804,1274,2025-11-28,1.3,6,desktop,paid,1
27805,906,2025-01-08,15.2,7,desktop,direct,0
27806,3006,2024-06-03,8.7,5,desktop,organic,1
27807,444,2025-02-10,27.2,8,tablet,email,0
27808,3389,2024-10-30,7.4,8,desktop,email,0
27809,1935,2025-05-10,10.2,8,desktop,direct,0
27810,2332,2025-09-10,1.4,5,desktop,paid,0
27811,1185,2026-04-09,22.4,8,mobile,social,1
27812,3078,2025-03-21,80.0,5,mobile,social,0
27813,1980,2026-07-03,2.7,4,desktop,email,1
27814,1676,2025-09-20,25.5,4,desktop,paid,0
27815,4131,2026-07-08,11.1,11,desktop,social,0
27816,1349,2025-11-27,33.8,5,desktop,organic,0
27817,2137,2025-12-07,66.7,5,desktop,paid,0
27818,1215,2024-06-14,4.4,6,mobile,email,0
27819,2867,2025-07-28,1.4,7,mobile,email,0
27820,1551,2024-11-27,19.0,4,desktop,paid,0
27821,4185,2024-06-25,5.7,4,mobile,organic,0
27822,3468,2024-07-18,35.6,6,desktop,email,0
27823,2264,2026-05-02,6.5,5,mobile,email,0
27824,1497,2025-05-31,32.4,6,mobile,organic,0
27825,1098,2025-09-29,3.2,2,desktop,social,0
27826,30,2025-08-15,11.6,8,mobile,social,0
27827,3477,2025-02-07,8.5,5,desktop,email,0
27828,1510,2025-04-24,3.6,6,tablet,organic,0
27829,548,2026-07-28,9.0,6,tablet,email,1
27830,107,2025-12-27,40.5,7,desktop,paid,0
27831,2199,2025-10-08,4.6,11,mobile,paid,1
27832,845,2024-12-22,8.3,7,desktop,social,0
27833,2520,2025-07-14,22.6,8,desktop,social,1
27834,2536,2026-03-08,3.8,8,desktop,social,0
27835,87,2024-11-13,20.8,4,mobile,social,1
27836,1281,2024-07-04,19.6,7,mobile,paid,1
27837,3407,2025-04-22,21.5,8,desktop,organic,0
27838,2460,2025-10-06,8.3,3,mobile,paid,0
27839,645,2026-07-18,14.0,3,mobile,social,0
27840,4034,2026-03-04,10.1,6,mobile,paid,0
27841,3597,2024-08-01,23.4,13,mobile,organic,0
27842,1769,2026-06-07,23.9,4,desktop,paid,0
27843,2499,2025-08-06,3.6,7,desktop,paid,0
27844,1405,2024-10-15,10.1,3,mobile,social,1
27845,2571,2025-05-19,12.4,5,desktop,organic,0
27846,1930,2025-10-15,4.3,10,mobile,direct,0
27847,1360,2025-01-15,45.1,7,mobile,social,1
27848,2074,2025-02-24,11.3,7,desktop,organic,0
27849,2427,2025-05-17,20.6,8,tablet,paid,0
27850,2169,2024-12-03,4.8,3,desktop,organic,0
27851,299,2026-06-27,15.1,5,mobile,organic,1
27852,1775,2025-12-10,12.4,9,mobile,organic,0
27853,4422,2024-07-31,45.3,3,desktop,direct,1
27854,1026,2024-08-20,10.5,8,mobile,organic,0
27855,4098,2026-01-10,22.2,5,desktop,paid,1
27856,867,2024-08-29,22.9,8,desktop,paid,0
27857,4320,2026-04-07,8.6,4,mobile,email,0
27858,3358,2025-07-13,14.9,4,desktop,direct,0
27859,321,2024-08-09,25.5,10,desktop,social,0
27860,3904,2025-05-21,1.2,8,mobile,organic,1
27861,2649,2025-10-07,7.7,2,mobile,direct,1
27862,3398,2026-07-15,1.4,6,desktop,social,0
27863,4657,2024-06-09,2.7,5,tablet,organic,0
27864,4833,2026-08-05,3.5,4,mobile,organic,0
27865,1786,2026-07-16,17.8,4,mobile,direct,0
27866,1996,2024-10-23,2.3,3,mobile,social,0
27867,3522,2026-05-08,25.1,4,desktop,social,0
27868,4049,2024-06-29,7.4,8,mobile,direct,0
27869,2484,2024-06-16,4.7,5,mobile,direct,0
27870,3332,2026-02-08,10.3,5,tablet,direct,0
27871,4359,2025-08-05,12.2,10,tablet,email,0
27872,396,2026-03-04,4.8,4,mobile,social,0
27873,2729,2024-12-31,20.3,3,mobile,social,0
27874,688,2025-10-04,5.7,8,mobile,paid,0
27875,4721,2025-05-16,7.3,3,mobile,social,0
27876,3811,2025-12-24,10.2,5,desktop,organic,0
27877,3349,2024-12-06,3.1,6,desktop,email,0
27878,4522,2025-10-06,9.7,6,mobile,paid,0
27879,3316,2024-06-26,11.0,6,mobile,paid,1
27880,490,2025-03-14,2.7,6,mobile,social,0
27881,4400,2025-07-05,3.2,7,mobile,paid,0
27882,243,2025-11-08,22.2,5,mobile,email,0
27883,4916,2025-03-31,63.0,8,desktop,direct,0
27884,943,2025-06-07,20.5,9,mobile,social,0
27885,3282,2024-09-15,3.9,7,desktop,social,0
27886,956,2025-05-04,18.2,7,mobile,direct,1
27887,2671,2024-11-10,1.4,6,tablet,paid,0
27888,3193,2025-03-27,26.8,9,desktop,direct,0
27889,3746,2026-06-10,16.3,5,mobile,direct,0
27890,1,2024-11-12,3.8,7,mobile,organic,0
27891,2158,2025-08-14,15.8,5,mobile,direct,0
27892,3994,2026-08-06,10.0,6,mobile,paid,1
27893,3261,2026-01-13,6.5,5,desktop,organic,1
27894,4339,2026-04-27,32.7,7,desktop,organic,1
27895,3191,2025-12-31,30.3,4,mobile,organic,1
27896,1216,2024-12-25,8.0,8,mobile,direct,0
27897,599,2024-11-12,1.9,8,desktop,social,0
27898,877,2025-12-03,2.7,3,desktop,paid,0
27899,2532,2025-10-21,16.9,5,mobile,organic,0
27900,1898,2025-01-08,11.3,5,desktop,direct,1
27901,4755,2026-05-16,4.1,11,desktop,paid,0
27902,3086,2026-08-03,16.3,6,mobile,direct,1
27903,4034,2026-06-22,12.6,5,mobile,direct,0
27904,1773,2026-07-14,2.7,6,mobile,social,1
27905,2141,2026-01-17,3.5,6,mobile,organic,1
27906,4255,2025-12-08,4.0,3,mobile,organic,0
27907,2178,2026-05-17,4.9,7,desktop,social,1
27908,4028,2025-06-29,25.4,8,tablet,social,0
27909,4428,2025-10-06,4.1,6,mobile,paid,0
27910,4292,2026-03-26,2.2,4,desktop,organic,0
27911,367,2025-10-09,11.5,5,mobile,organic,1
27912,4767,2025-05-27,23.1,7,desktop,direct,0
27913,4360,2026-06-26,19.0,3,mobile,organic,0
27914,1816,2026-06-03,4.8,5,mobile,email,0
27915,4961,2025-06-05,27.4,6,desktop,direct,0
27916,4772,2024-11-08,5.3,11,mobile,social,0
27917,1588,2025-11-27,18.7,5,desktop,organic,0
27918,3165,2025-09-27,6.3,4,mobile,organic,0
27919,3314,2026-04-28,5.7,3,mobile,organic,0
27920,2518,2026-07-13,25.0,7,mobile,direct,0
27921,3334,2026-07-24,18.6,7,mobile,direct,0
27922,2221,2024-09-17,1.6,10,mobile,email,1
27923,1803,2025-01-30,15.3,6,desktop,direct,0
27924,4123,2026-03-05,7.9,6,mobile,organic,0
27925,3823,2024-10-13,4.3,6,tablet,organic,0
27926,4468,2024-10-10,1.0,3,mobile,direct,0
27927,1683,2026-04-19,18.0,7,desktop,organic,0
27928,2745,2025-02-17,11.8,6,mobile,paid,0
27929,3838,2024-10-10,20.2,10,mobile,paid,1
27930,642,2024-06-27,7.0,2,mobile,direct,0
27931,3057,2026-02-06,5.6,6,desktop,paid,1
27932,3721,2026-01-08,17.0,8,mobile,paid,0
27933,1275,2025-05-11,17.2,4,mobile,social,0
27934,4995,2024-12-10,37.8,5,mobile,organic,1
27935,2376,2024-10-10,18.8,4,mobile,paid,0
27936,2846,2026-05-29,3.5,5,mobile,organic,0
27937,4362,2025-08-10,2.2,4,desktop,organic,0
27938,582,2025-02-03,2.4,8,mobile,paid,1
27939,758,2024-06-10,2.1,4,desktop,social,0
27940,4769,2026-08-03,9.2,6,desktop,direct,0
27941,3054,2024-09-05,4.2,7,mobile,email,0
27942,946,2025-06-30,2.8,6,mobile,direct,0
27943,4133,2024-10-19,6.3,6,desktop,paid,0
27944,4056,2024-07-01,15.9,4,mobile,organic,0
27945,649,2026-02-12,30.8,5,desktop,email,0
27946,3551,2025-03-22,5.3,4,mobile,paid,0
27947,1858,2025-12-22,6.1,4,desktop,organic,0
27948,2311,2024-10-06,1.5,3,mobile,paid,0
27949,1517,2026-02-02,4.0,5,tablet,paid,0
27950,4018,2025-07-13,14.0,4,desktop,email,1
27951,4284,2026-06-19,3.5,11,mobile,email,1
27952,1524,2024-10-22,4.7,4,tablet,organic,0
27953,1356,2026-06-01,13.7,9,mobile,direct,0
27954,3286,2025-07-22,1.6,5,mobile,social,1
27955,2184,2025-06-07,28.8,5,mobile,social,0
27956,4274,2025-04-30,2.6,3,mobile,social,0
27957,3010,2025-08-01,20.0,8,mobile,social,1
27958,2351,2025-04-17,16.1,6,mobile,organic,1
27959,3360,2024-12-10,13.7,6,mobile,social,0
27960,395,2024-09-16,2.8,9,desktop,organic,0
27961,1080,2024-12-12,36.3,7,mobile,direct,0
27962,1768,2025-03-09,11.5,6,desktop,organic,0
27963,2661,2025-09-24,16.2,7,desktop,direct,0
27964,3321,2025-09-17,4.2,6,desktop,organic,0
27965,2309,2024-10-26,13.3,4,mobile,organic,0
27966,687,2026-06-22,2.0,8,desktop,organic,0
27967,184,2025-03-11,12.8,6,mobile,organic,0
27968,634,2026-06-07,4.1,8,desktop,organic,0
27969,4737,2024-12-15,8.1,8,mobile,direct,0
27970,1123,2026-07-18,1.6,7,mobile,direct,0
27971,3499,2025-01-16,17.3,8,mobile,social,0
27972,1385,2025-05-20,16.0,4,tablet,organic,0
27973,2223,2025-05-14,2.9,5,desktop,direct,0
27974,591,2025-02-15,1.4,12,desktop,direct,0
27975,2368,2025-07-01,5.5,8,desktop,organic,1
27976,4776,2024-10-05,2.2,4,mobile,email,1
27977,4573,2025-06-02,10.6,5,desktop,paid,0
27978,3116,2024-08-26,10.7,7,tablet,organic,0
27979,550,2026-03-29,4.7,9,desktop,organic,0
27980,1749,2026-08-07,6.5,3,mobile,direct,0
27981,3355,2025-12-15,46.0,4,mobile,email,0
27982,4230,2025-03-03,4.0,6,desktop,direct,0
27983,2112,2025-02-20,14.7,6,desktop,paid,0
27984,3933,2026-05-21,21.2,6,mobile,direct,0
27985,2884,2024-11-06,19.5,8,mobile,organic,1
27986,2211,2025-09-20,11.6,3,desktop,email,0
27987,3429,2025-08-14,18.5,7,desktop,social,0
27988,2993,2024-06-30,15.1,7,desktop,paid,0
27989,4491,2025-04-20,12.0,5,mobile,social,0
27990,1474,2024-06-03,3.0,4,mobile,social,1
27991,1044,2026-06-17,25.1,6,mobile,organic,0
27992,4996,2025-12-25,15.3,3,mobile,organic,0
27993,2326,2024-09-19,3.7,7,mobile,email,0
27994,1034,2025-06-12,17.1,6,mobile,organic,1
27995,2060,2024-11-06,56.3,6,mobile,paid,0
27996,1356,2024-10-11,36.0,7,desktop,direct,0
27997,77,2025-07-18,4.9,4,mobile,paid,0
27998,613,2025-12-23,1.8,12,mobile,social,0
27999,450,2026-03-14,2.0,12,desktop,organic,0
28000,3514,2026-04-13,9.4,6,desktop,paid,1
28001,4880,2026-01-12,3.4,4,desktop,organic,0
28002,4225,2025-11-04,73.6,7,mobile,paid,0
28003,1924,2026-08-01,1.9,4,mobile,social,0
28004,714,2024-07-01,22.4,5,mobile,paid,0
28005,2920,2025-12-01,4.1,3,mobile,paid,0
28006,4798,2026-03-09,6.0,5,mobile,social,1
28007,2394,2025-06-07,30.2,4,desktop,direct,0
28008,1549,2026-03-30,10.8,9,desktop,social,0
28009,1545,2026-07-18,12.2,4,mobile,email,0
28010,4524,2025-11-01,7.8,14,mobile,direct,0
28011,2503,2025-01-21,73.4,8,mobile,paid,0
28012,349,2025-08-15,79.4,6,desktop,paid,0
28013,1474,2025-04-27,10.6,4,mobile,paid,0
28014,2515,2026-07-07,13.0,7,desktop,paid,0
28015,4387,2025-03-16,5.8,8,desktop,social,0
28016,3183,2025-02-01,2.3,5,mobile,paid,0
28017,2050,2026-06-25,18.9,5,mobile,paid,0
28018,547,2026-05-13,5.7,4,mobile,organic,0
