order_id,customer_id,order_date,order_value,product_category,payment_method,status
3669,3707,2025-06-03,173.29,home,card,completed
3670,1713,2024-12-29,56.39,sports,card,completed
3671,516,2024-10-11,44.36,home,cash,completed
3672,2394,2026-02-15,34.93,clothing,card,completed
3673,1376,2024-10-27,212.28,electronics,card,refunded
3674,3670,2025-06-11,17.44,beauty,cash,completed
3675,2391,2024-08-16,212.95,clothing,bank_transfer,completed
3676,3263,2025-11-08,83.81,beauty,bank_transfer,completed
3677,4639,2025-12-18,88.22,sports,card,completed
3678,2867,2026-07-05,21.72,electronics,card,refunded
3679,1060,2026-04-16,173.62,electronics,cash,completed
3680,757,2025-10-11,53.14,electronics,card,completed
3681,3496,2026-04-12,138.67,home,paypal,completed
3682,188,2024-08-31,42.42,sports,cash,completed
3683,2382,2025-06-18,44.75,clothing,card,completed
3684,4579,2026-03-03,53.81,home,bank_transfer,completed
3685,2715,2025-10-21,100.85,home,card,completed
3686,296,2024-10-08,98.79,home,cash,completed
3687,3534,2024-08-11,57.95,home,paypal,completed
3688,4141,2026-07-07,20.0,sports,cash,completed
3689,4043,2026-03-15,7.29,clothing,card,completed
3690,2043,2025-07-08,123.29,electronics,card,refunded
3691,4271,2025-10-24,35.23,clothing,bank_transfer,completed
3692,3052,2024-10-04,96.41,clothing,card,completed
3693,1801,2026-07-03,40.84,beauty,card,completed
3694,3905,2025-10-18,40.53,beauty,card,completed
3695,3782,2025-10-27,5.31,clothing,paypal,completed
3696,2262,2025-09-22,123.71,beauty,card,completed
3697,1523,2024-06-10,25.4,electronics,card,completed
3698,4854,2025-08-27,32.23,sports,card,completed
3699,1421,2025-09-14,128.52,clothing,paypal,completed
3700,4593,2025-06-09,135.91,home,card,completed
3701,105,2026-08-07,99.68,electronics,card,completed
3702,3624,2026-06-06,34.83,clothing,paypal,completed
3703,479,2024-08-04,70.39,electronics,card,completed
3704,693,2024-09-17,54.0,home,card,completed
3705,3039,2025-03-27,12.81,electronics,card,completed
3706,2970,2024-07-12,98.08,clothing,cash,completed
3707,194,2025-02-14,148.48,clothing,card,completed
3708,1490,2026-02-13,23.07,sports,paypal,completed
3709,59,2025-07-19,97.35,electronics,card,completed
3710,1887,2024-06-28,75.49,home,cash,completed
3711,3610,2025-12-15,16.71,home,card,completed
3712,4574,2025-06-06,71.52,beauty,paypal,completed
3713,2581,2024-12-30,97.76,clothing,card,cancelled
3714,1969,2026-02-27,60.97,electronics,card,completed
3715,4688,2026-07-21,62.13,electronics,cash,completed
3716,4935,2025-12-04,21.79,home,paypal,completed
3717,4054,2024-11-01,77.34,sports,card,cancelled
3718,4645,2024-11-05,185.71,home,card,completed
3719,3086,2025-03-21,41.81,home,card,completed
3720,221,2025-05-27,140.67,beauty,paypal,completed
3721,876,2025-06-01,36.37,clothing,cash,refunded
3722,3463,2025-08-27,55.92,clothing,paypal,refunded
3723,2726,2026-07-24,44.55,electronics,paypal,completed
3724,1197,2026-02-12,86.73,home,cash,completed
3725,2710,2025-01-20,22.42,sports,card,completed
3726,2732,2024-11-24,22.85,clothing,card,completed
3727,336,2026-03-01,89.35,beauty,card,completed
3728,225,2026-01-13,71.43,sports,card,refunded
3729,3942,2024-07-22,147.94,sports,card,completed
3730,4284,2025-08-22,175.59,electronics,card,completed
3731,1248,2025-04-26,51.47,clothing,card,cancelled
3732,2691,2026-01-15,9.96,clothing,card,completed
3733,3958,2026-07-25,162.62,clothing,cash,completed
3734,4590,2025-12-05,120.95,beauty,card,completed
3735,1887,2025-03-23,93.43,clothing,card,completed
3736,311,2026-08-08,40.67,sports,card,completed
3737,2569,2025-05-12,132.5,electronics,card,completed
3738,1605,2024-11-01,78.77,clothing,bank_transfer,completed
3739,3983,2025-01-18,55.13,home,paypal,completed
3740,369,2025-04-28,41.94,clothing,bank_transfer,completed
3741,3547,2024-10-24,17.41,electronics,card,completed
3742,4842,2025-09-25,44.62,clothing,card,completed
3743,998,2025-06-14,79.21,clothing,card,completed
3744,497,2025-06-11,142.87,clothing,bank_transfer,completed
3745,964,2025-12-20,63.93,electronics,paypal,completed
3746,2005,2024-06-30,76.88,beauty,card,cancelled
3747,1199,2025-08-03,93.08,sports,card,completed
3748,2346,2025-10-11,105.18,clothing,paypal,completed
3749,577,2026-01-08,39.2,beauty,card,completed
3750,3161,2025-10-07,106.96,home,paypal,completed
3751,54,2025-12-16,39.56,sports,card,cancelled
3752,3433,2024-12-13,63.67,sports,card,completed
3753,229,2026-06-10,54.33,electronics,card,completed
3754,779,2024-10-16,37.86,beauty,card,completed
3755,3831,2026-04-25,43.72,electronics,bank_transfer,completed
3756,985,2024-12-08,39.9,electronics,card,completed
3757,4469,2026-04-02,36.49,home,card,completed
3758,469,2026-05-05,39.51,clothing,paypal,completed
3759,2468,2025-09-23,44.19,clothing,card,completed
3760,1850,2024-11-25,71.82,beauty,card,completed
3761,532,2025-07-17,75.35,sports,card,completed
3762,3036,2025-05-29,42.41,clothing,card,completed
3763,562,2025-12-01,82.85,sports,card,completed
3764,90,2026-06-06,31.17,clothing,bank_transfer,cancelled
3765,1407,2026-04-03,193.64,home,card,completed
3766,4465,2026-05-22,37.5,beauty,bank_transfer,completed
3767,3146,2025-02-04,57.49,clothing,card,completed
3768,1293,2026-04-28,67.05,clothing,card,completed
3769,4111,2025-08-19,41.98,sports,card,completed
3770,3782,2025-05-07,135.76,clothing,card,completed
3771,4068,2026-08-09,42.51,clothing,card,completed
3772,3506,2026-06-08,16.89,beauty,card,completed
3773,2392,2025-01-12,107.11,home,paypal,completed
3774,1219,2024-06-08,26.1,sports,card,completed
3775,1946,2025-11-17,28.77,home,card,completed
3776,2253,2026-06-05,72.33,clothing,card,completed
3777,3892,2025-05-15,25.14,beauty,bank_transfer,completed
3778,1675,2024-11-13,17.15,clothing,cash,completed
3779,776,2025-03-02,153.88,home,card,completed
3780,4782,2025-11-30,120.81,sports,card,completed
3781,3568,2026-04-20,35.8,clothing,card,completed
3782,2766,2026-05-01,139.08,beauty,card,refunded
3783,225,2025-04-08,91.84,sports,card,completed
3784,64,2025-01-13,206.84,home,card,completed
3785,1788,2024-07-29,14.0,clothing,bank_transfer,completed
3786,3851,2026-07-09,26.5,electronics,paypal,completed
3787,1376,2024-09-05,149.66,clothing,card,completed
3788,3535,2026-05-22,48.39,electronics,card,completed
3789,3916,2025-02-04,100.63,clothing,card,completed
3790,4453,2025-02-16,102.25,clothing,card,completed
3791,93,2025-07-08,181.2,home,bank_transfer,completed
3792,2743,2024-07-28,66.81,home,card,completed
3793,1678,2024-07-27,68.1,sports,card,completed
3794,3667,2026-04-13,70.07,clothing,card,completed
3795,3865,2024-08-12,156.68,electronics,bank_transfer,completed
3796,2482,2025-06-25,117.35,beauty,card,completed
3797,4937,2025-11-16,68.44,electronics,card,completed
3798,1402,2024-07-23,11.43,electronics,paypal,completed
3799,1607,2025-12-21,42.56,clothing,bank_transfer,completed
3800,3957,2024-09-11,30.68,clothing,paypal,completed
3801,3410,2024-09-20,299.92,home,bank_transfer,completed
3802,3072,2026-07-13,161.23,beauty,paypal,completed
3803,898,2025-10-20,235.7,sports,card,cancelled
3804,2932,2025-06-05,43.37,electronics,paypal,completed
3805,4588,2026-03-09,9.99,clothing,paypal,completed
3806,3714,2024-12-02,88.0,clothing,bank_transfer,completed
3807,3132,2024-06-26,34.91,home,paypal,completed
3808,1533,2024-06-25,62.49,sports,card,completed
3809,1978,2025-02-19,50.25,electronics,paypal,completed
3810,1799,2025-11-03,53.85,electronics,card,completed
3811,1352,2025-01-06,59.13,sports,card,completed
3812,1839,2026-07-28,33.04,beauty,card,completed
3813,2561,2025-08-26,53.14,beauty,card,completed
3814,2992,2026-05-08,86.77,sports,bank_transfer,completed
3815,1664,2024-11-19,79.62,clothing,card,completed
3816,2398,2024-11-17,71.66,beauty,paypal,completed
3817,3204,2025-06-30,22.03,clothing,card,completed
3818,4642,2024-09-20,65.45,clothing,paypal,completed
3819,599,2026-04-14,48.2,clothing,card,completed
3820,2045,2026-05-27,73.91,home,card,completed
3821,259,2026-04-17,149.91,clothing,paypal,completed
3822,4572,2025-03-17,44.24,home,card,cancelled
3823,1906,2026-01-01,81.67,electronics,paypal,completed
3824,3020,2026-03-20,53.64,sports,card,completed
3825,388,2024-10-17,68.13,beauty,card,completed
3826,3870,2025-01-05,11.72,sports,card,completed
3827,1862,2025-07-08,48.0,clothing,bank_transfer,completed
3828,3633,2025-10-11,71.52,electronics,paypal,cancelled
3829,798,2024-06-25,26.68,electronics,card,completed
3830,2504,2025-07-11,27.47,sports,bank_transfer,completed
3831,4021,2025-02-07,120.56,electronics,card,completed
3832,1926,2026-05-28,38.68,electronics,card,completed
3833,3955,2025-08-20,156.3,beauty,card,refunded
3834,1628,2026-04-08,78.44,sports,card,completed
3835,4313,2026-01-14,38.31,home,cash,completed
3836,789,2024-08-16,20.5,home,card,completed
3837,2057,2025-04-20,84.87,home,paypal,completed
3838,1064,2025-09-23,53.11,clothing,paypal,completed
3839,4469,2025-03-11,34.21,clothing,card,completed
3840,1448,2024-11-05,11.23,electronics,card,completed
3841,515,2026-04-17,50.81,clothing,card,completed
3842,4460,2024-11-15,32.68,electronics,bank_transfer,completed
3843,1914,2024-10-27,82.36,clothing,card,completed
3844,1952,2024-10-21,77.36,clothing,card,completed
3845,774,2026-03-05,58.11,beauty,bank_transfer,completed
3846,329,2025-05-03,11.2,beauty,card,completed
3847,794,2025-09-06,54.23,beauty,card,completed
3848,962,2024-09-05,141.04,electronics,card,completed
3849,4693,2025-08-27,41.01,beauty,card,completed
3850,1411,2025-02-19,40.01,clothing,paypal,completed
3851,1138,2025-06-28,100.05,clothing,card,completed
3852,4667,2025-05-12,42.19,beauty,card,completed
3853,1569,2025-06-21,83.49,home,card,completed
3854,4473,2024-11-12,59.84,clothing,cash,completed
3855,3275,2025-10-23,104.42,beauty,cash,completed
3856,3274,2025-09-27,161.87,home,card,completed
3857,3470,2025-07-01,156.83,sports,cash,completed
3858,1964,2025-11-13,52.55,clothing,paypal,completed
3859,2166,2026-08-04,103.06,sports,card,completed
3860,4637,2025-08-24,97.34,beauty,card,completed
3861,3573,2025-11-10,31.17,electronics,card,completed
3862,1876,2025-10-27,58.72,electronics,card,completed
3863,1237,2025-07-10,103.65,electronics,cash,completed
3864,2747,2025-11-04,43.79,clothing,cash,completed
3865,4209,2026-02-08,42.04,beauty,card,completed
3866,4469,2024-06-17,36.29,beauty,card,completed
3867,2347,2024-12-21,130.4,beauty,card,completed
3868,1043,2024-06-07,77.21,sports,paypal,completed
3869,4872,2026-05-14,141.99,home,card,completed
3870,4767,2025-12-10,100.37,electronics,bank_transfer,completed
3871,4107,2026-04-21,18.14,beauty,card,completed
3872,8,2025-10-24,115.1,clothing,card,completed
3873,3697,2024-06-10,34.73,clothing,paypal,completed
3874,3732,2026-07-24,77.52,electronics,card,completed
3875,1574,2026-07-09,18.2,beauty,card,completed
3876,461,2026-03-11,50.26,beauty,card,completed
3877,3307,2024-06-13,86.8,electronics,bank_transfer,completed
3878,2303,2024-12-06,173.96,clothing,card,completed
3879,2634,2025-08-06,127.42,home,cash,completed
3880,1352,2024-10-22,136.03,electronics,card,completed
3881,362,2026-06-08,98.09,electronics,card,completed
3882,788,2025-07-30,179.16,home,paypal,completed
3883,209,2025-03-13,57.97,sports,bank_transfer,completed
3884,267,2026-05-18,79.8,beauty,cash,completed
3885,4752,2025-04-24,240.22,clothing,paypal,completed
3886,554,2026-04-26,24.23,clothing,card,completed
3887,1588,2025-11-05,53.03,sports,paypal,completed
3888,4517,2025-08-10,65.16,beauty,card,completed
3889,1119,2025-10-04,65.0,beauty,card,completed
3890,1514,2025-04-27,46.08,sports,card,completed
3891,1927,2024-07-18,57.35,sports,card,completed
3892,3404,2026-07-15,135.11,clothing,card,completed
3893,3062,2025-02-12,96.98,beauty,paypal,refunded
3894,221,2024-08-26,188.43,sports,card,completed
3895,2345,2024-07-02,67.54,electronics,card,refunded
3896,1972,2025-04-14,98.7,beauty,bank_transfer,completed
3897,4439,2024-10-21,55.82,home,card,completed
3898,4689,2024-08-31,47.12,home,card,completed
3899,4065,2024-12-06,159.13,home,paypal,completed
3900,1985,2024-08-17,96.38,sports,paypal,completed
3901,892,2025-08-14,73.33,sports,bank_transfer,completed
3902,4803,2024-07-04,36.39,sports,bank_transfer,completed
3903,3527,2026-03-22,37.28,beauty,cash,refunded
3904,1206,2024-09-26,7.21,electronics,card,completed
3905,4853,2024-06-24,118.87,clothing,card,completed
3906,1219,2025-11-22,147.54,electronics,paypal,completed
3907,1856,2026-07-19,50.76,clothing,card,completed
3908,2000,2026-06-25,49.94,electronics,paypal,completed
3909,2436,2026-05-27,242.47,clothing,card,completed
3910,2975,2025-07-19,108.32,electronics,card,completed
3911,3099,2025-12-02,44.7,home,bank_transfer,completed
3912,3387,2026-05-22,64.0,sports,paypal,refunded
3913,4544,2024-12-31,58.87,home,card,completed
3914,1817,2024-10-07,112.03,home,card,completed
3915,1778,2026-02-23,96.96,sports,bank_transfer,completed
3916,2505,2024-12-29,79.46,clothing,card,completed
3917,2940,2025-08-27,40.65,sports,paypal,completed
3918,839,2024-11-08,10.49,beauty,cash,completed
3919,2702,2024-09-17,48.51,electronics,bank_transfer,completed
3920,4760,2025-12-29,66.68,beauty,card,completed
3921,4861,2025-08-02,10.99,electronics,card,completed
3922,3139,2024-08-03,99.38,beauty,card,completed
3923,176,2024-06-09,146.62,clothing,card,completed
3924,4606,2024-07-02,30.5,electronics,card,completed
3925,3687,2024-10-03,46.67,home,card,completed
3926,3163,2025-03-09,57.88,home,card,completed
3927,2753,2026-02-11,71.63,sports,card,completed
3928,1190,2024-11-17,19.2,electronics,bank_transfer,completed
3929,4698,2024-11-23,71.94,sports,cash,refunded
3930,838,2025-01-31,124.07,beauty,card,completed
3931,3899,2025-02-11,32.21,sports,bank_transfer,completed
3932,3852,2026-08-07,75.0,clothing,card,completed
3933,2734,2026-06-14,85.44,clothing,card,completed
3934,3811,2024-10-29,146.24,home,card,completed
3935,2654,2024-09-11,100.15,home,cash,completed
3936,3251,2025-11-19,228.21,home,bank_transfer,completed
3937,3350,2024-10-19,202.87,home,card,completed
3938,3311,2026-03-27,34.66,sports,bank_transfer,completed
3939,4681,2025-02-28,88.21,electronics,paypal,completed
3940,2387,2026-02-10,61.84,clothing,paypal,completed
3941,374,2024-06-27,42.72,home,card,completed
3942,4676,2026-03-13,57.04,beauty,card,completed
3943,4613,2024-10-12,35.87,home,card,completed
3944,1262,2026-01-12,253.27,home,paypal,completed
3945,121,2025-03-20,48.73,beauty,card,completed
3946,3846,2025-01-10,21.39,sports,bank_transfer,completed
3947,2885,2025-06-03,61.47,home,card,completed
3948,2618,2026-05-29,60.57,electronics,card,completed
3949,4139,2026-05-16,27.74,sports,card,completed
3950,3269,2024-09-14,39.38,sports,paypal,completed
3951,2043,2025-09-20,70.08,sports,bank_transfer,completed
3952,2120,2026-04-08,29.56,home,card,completed
3953,491,2024-12-19,119.63,home,card,completed
3954,4845,2025-04-11,27.69,electronics,bank_transfer,completed
3955,3046,2024-06-10,68.8,electronics,bank_transfer,completed
3956,383,2025-02-12,61.99,clothing,card,completed
3957,805,2026-06-19,109.96,electronics,paypal,completed
3958,1178,2025-12-16,43.48,clothing,card,completed
3959,2218,2026-05-28,44.13,clothing,bank_transfer,completed
3960,1296,2024-10-24,40.79,home,card,completed
3961,918,2026-07-13,51.88,home,paypal,completed
3962,4247,2025-05-24,44.32,sports,bank_transfer,completed
3963,4527,2026-06-05,86.13,sports,card,completed
3964,2415,2025-06-08,65.93,clothing,paypal,completed
3965,651,2025-10-03,11.45,sports,cash,cancelled
3966,4916,2024-09-11,140.69,electronics,paypal,cancelled
3967,2287,2026-05-25,52.94,sports,card,completed
3968,2752,2024-07-18,222.37,electronics,card,completed
3969,3199,2024-12-02,108.83,clothing,card,completed
3970,942,2024-09-11,57.51,electronics,card,completed
3971,541,2025-01-10,101.44,clothing,card,completed
3972,2681,2026-08-02,74.79,clothing,bank_transfer,completed
3973,3728,2026-01-24,101.41,home,cash,completed
3974,2530,2025-06-12,75.34,clothing,card,completed
3975,1203,2024-09-19,71.62,sports,paypal,completed
3976,4965,2025-04-18,73.99,beauty,paypal,completed
3977,651,2026-03-02,75.76,beauty,card,completed
3978,3007,2026-07-03,147.26,sports,card,completed
3979,4533,2026-05-09,111.55,beauty,card,completed
3980,2905,2024-10-31,93.36,electronics,card,completed
3981,314,2026-07-31,86.33,home,cash,completed
3982,4115,2025-05-22,272.65,electronics,paypal,completed
3983,1184,2025-05-09,93.03,electronics,card,completed
3984,4914,2026-02-22,64.63,sports,bank_transfer,completed
3985,122,2025-07-22,100.76,sports,card,completed
3986,169,2025-03-11,22.2,home,paypal,completed
3987,3683,2026-07-16,45.13,home,cash,completed
3988,4725,2026-06-07,58.47,clothing,card,completed
3989,4122,2026-07-06,125.99,electronics,cash,completed
3990,3969,2024-11-04,108.49,beauty,bank_transfer,refunded
3991,4018,2026-04-27,66.13,home,bank_transfer,completed
3992,3698,2025-07-04,49.22,clothing,bank_transfer,refunded
3993,1730,2025-11-09,87.36,home,card,completed
3994,3556,2025-05-29,7.4,clothing,card,completed
3995,1119,2025-08-17,53.63,clothing,paypal,completed
3996,2169,2025-08-09,69.16,beauty,bank_transfer,completed
3997,4222,2026-02-22,8.78,home,card,completed
3998,4782,2025-05-07,129.24,electronics,cash,completed
3999,3117,2025-02-03,134.88,beauty,cash,completed
4000,4731,2025-09-17,47.93,clothing,card,completed
4001,2430,2024-09-26,44.46,beauty,card,completed
4002,2008,2024-08-31,101.49,sports,card,completed
4003,1051,2025-11-30,53.13,home,card,completed
4004,705,2025-08-11,147.49,beauty,card,completed
4005,2900,2025-11-06,29.48,home,card,completed
4006,3208,2025-11-22,148.45,sports,bank_transfer,completed
4007,707,2024-08-14,270.23,home,paypal,refunded
4008,3833,2024-08-18,107.86,clothing,card,completed
4009,2009,2026-05-24,143.37,clothing,card,completed
4010,4722,2026-04-26,82.15,electronics,card,completed
4011,4622,2024-08-18,31.1,clothing,card,refunded
4012,1598,2026-05-14,57.14,home,paypal,completed
4013,1067,2024-12-22,30.55,electronics,card,completed
4014,1947,2025-11-23,86.64,clothing,bank_transfer,completed
4015,2800,2025-03-09,105.46,clothing,bank_transfer,completed
4016,96,2024-06-23,137.99,sports,bank_transfer,completed
4017,2075,2025-11-11,13.29,home,paypal,completed
4018,4932,2024-10-11,26.92,home,paypal,completed
4019,1919,2024-07-29,89.27,home,paypal,cancelled
4020,1266,2026-03-18,15.74,home,card,completed
4021,2535,2026-02-05,133.46,clothing,card,completed
4022,240,2026-01-27,83.91,home,bank_transfer,completed
4023,1328,2026-07-13,48.35,clothing,paypal,cancelled
4024,1143,2025-10-15,146.15,home,card,completed
4025,3224,2025-08-16,113.77,clothing,cash,completed
4026,3849,2025-03-09,14.11,beauty,card,completed
4027,1416,2024-11-18,47.98,clothing,cash,completed
4028,2399,2024-10-04,50.82,sports,card,completed
4029,761,2024-08-25,50.48,clothing,card,completed
4030,3643,2026-04-29,117.77,sports,cash,completed
4031,1553,2026-02-11,79.1,clothing,card,completed
4032,863,2025-10-27,28.35,clothing,card,completed
4033,4036,2025-12-08,96.76,clothing,card,completed
4034,1156,2026-05-17,100.04,home,cash,completed
4035,357,2024-09-14,102.11,clothing,bank_transfer,completed
4036,1672,2025-01-05,43.33,home,bank_transfer,completed
4037,1329,2026-02-11,18.35,home,paypal,completed
4038,1030,2025-12-08,187.25,electronics,bank_transfer,completed
4039,2377,2026-05-30,116.34,electronics,bank_transfer,completed
4040,3242,2025-04-01,91.42,clothing,paypal,completed
4041,1992,2024-08-30,83.17,home,card,completed
4042,3872,2025-10-09,48.34,clothing,paypal,completed
4043,2386,2024-08-20,62.14,sports,paypal,refunded
4044,3141,2026-04-28,102.4,electronics,paypal,completed
4045,882,2024-10-12,102.02,electronics,card,completed
4046,539,2025-07-12,13.85,sports,card,completed
4047,4833,2025-05-04,26.39,clothing,card,completed
4048,1858,2025-12-08,45.63,clothing,card,completed
4049,3558,2025-10-10,21.8,home,paypal,completed
4050,4539,2024-08-05,54.46,clothing,card,completed
4051,2197,2025-03-28,50.46,electronics,bank_transfer,completed
4052,1951,2025-11-13,39.29,home,card,completed
4053,1611,2025-01-29,20.0,sports,card,completed
4054,3164,2025-02-03,59.56,beauty,card,completed
4055,4464,2025-10-29,38.31,clothing,card,completed
4056,4008,2024-09-05,138.11,beauty,card,completed
4057,4676,2025-05-20,66.29,sports,cash,completed
4058,4752,2024-09-04,131.4,home,card,refunded
4059,227,2026-05-23,74.98,beauty,paypal,cancelled
4060,592,2025-01-22,117.16,beauty,card,completed
4061,4120,2024-10-15,41.36,clothing,paypal,completed
4062,2076,2025-05-23,31.61,clothing,card,completed
4063,4949,2024-07-18,137.61,sports,card,completed
4064,2672,2024-11-11,160.27,beauty,paypal,completed
4065,1369,2025-10-13,77.89,clothing,paypal,completed
4066,2023,2024-12-12,62.46,clothing,paypal,completed
4067,2079,2025-03-01,30.87,electronics,card,completed
4068,3951,2025-10-15,84.68,sports,paypal,cancelled
4069,3882,2025-09-16,3.13,sports,bank_transfer,completed
4070,3322,2025-04-17,70.53,home,card,completed
4071,4146,2024-11-28,62.95,electronics,card,completed
4072,2437,2026-02-16,13.26,electronics,card,completed
4073,1805,2025-07-31,42.23,clothing,paypal,completed
4074,3360,2025-12-26,44.45,clothing,card,completed
4075,1731,2024-10-04,48.21,beauty,cash,completed
4076,3663,2026-04-06,26.49,clothing,bank_transfer,completed
4077,2974,2024-12-02,488.49,clothing,card,completed
4078,1030,2024-10-18,12.95,electronics,bank_transfer,completed
4079,412,2026-06-25,34.23,home,bank_transfer,refunded
4080,1982,2024-07-19,97.47,clothing,card,completed
4081,662,2025-09-14,72.46,electronics,card,completed
4082,1348,2025-10-10,76.23,clothing,cash,completed
4083,3471,2024-10-28,23.41,home,cash,completed
4084,1306,2026-01-23,21.57,clothing,bank_transfer,cancelled
4085,4287,2025-04-20,53.31,beauty,bank_transfer,completed
4086,2834,2025-04-23,21.14,home,card,completed
4087,4681,2025-05-17,120.82,clothing,bank_transfer,completed
4088,1854,2025-03-05,188.59,electronics,card,completed
4089,4596,2024-10-25,43.92,clothing,card,completed
4090,4676,2025-12-17,56.05,electronics,bank_transfer,completed
4091,816,2025-03-13,53.2,electronics,card,completed
4092,3506,2024-11-01,54.48,electronics,card,completed
4093,1477,2025-07-30,54.37,electronics,card,completed
4094,3514,2024-10-28,14.12,electronics,card,completed
4095,2038,2025-12-25,196.94,beauty,card,completed
4096,1331,2024-08-12,93.64,clothing,paypal,completed
4097,4876,2025-03-29,66.02,electronics,card,completed
4098,3807,2024-07-28,77.86,electronics,paypal,completed
4099,1150,2025-11-23,132.43,sports,card,completed
4100,7,2026-06-06,69.47,electronics,paypal,completed
4101,1437,2025-12-17,61.05,home,paypal,completed
4102,3251,2026-04-02,177.14,beauty,paypal,completed
4103,3540,2025-03-15,33.36,sports,cash,completed
4104,695,2024-06-09,20.48,clothing,bank_transfer,completed
4105,2966,2025-09-21,110.81,home,card,completed
4106,3300,2025-12-01,58.87,clothing,bank_transfer,cancelled
4107,4844,2025-09-23,119.3,home,card,completed
4108,4242,2026-07-16,86.1,clothing,bank_transfer,completed
4109,3368,2025-07-13,25.7,beauty,card,completed
4110,4953,2024-08-07,48.21,beauty,card,completed
4111,4383,2025-04-04,58.15,beauty,bank_transfer,completed
4112,26,2025-03-29,47.4,home,card,completed
4113,4548,2025-02-28,79.15,beauty,cash,completed
4114,2154,2025-11-15,175.57,sports,bank_transfer,refunded
4115,4336,2025-12-12,110.43,electronics,card,completed
4116,3490,2026-07-17,317.86,electronics,card,completed
4117,332,2026-07-04,13.29,electronics,card,completed
4118,645,2025-08-27,107.65,home,bank_transfer,completed
4119,1853,2025-10-30,120.04,electronics,cash,completed
4120,4131,2025-09-21,62.61,beauty,bank_transfer,refunded
4121,2924,2025-10-31,23.33,electronics,card,completed
4122,2432,2026-06-12,50.78,electronics,card,completed
4123,3585,2024-07-16,5.69,clothing,paypal,completed
4124,3810,2026-01-30,74.4,beauty,card,completed
4125,811,2026-02-14,217.56,beauty,bank_transfer,completed
4126,1312,2026-05-20,43.84,electronics,cash,completed
4127,2796,2025-08-31,71.97,electronics,bank_transfer,completed
4128,1895,2025-08-21,144.18,electronics,bank_transfer,completed
4129,3007,2026-03-05,38.14,electronics,card,completed
4130,4301,2026-04-02,64.11,sports,cash,completed
4131,2071,2025-06-14,91.06,clothing,paypal,completed
4132,2657,2026-02-05,40.15,electronics,paypal,completed
4133,4135,2026-03-09,54.39,beauty,paypal,completed
4134,4269,2024-06-16,7.76,beauty,card,completed
4135,4856,2025-10-21,72.24,sports,card,completed
4136,3485,2026-01-25,116.92,electronics,cash,cancelled
4137,414,2025-06-13,47.62,electronics,cash,completed
4138,692,2026-06-09,28.99,beauty,card,completed
4139,2663,2026-03-17,3.13,clothing,card,completed
4140,4118,2026-07-15,127.99,home,paypal,completed
4141,2699,2025-05-21,75.28,home,card,completed
4142,4310,2026-02-14,30.56,electronics,paypal,completed
4143,920,2025-09-22,92.44,clothing,cash,completed
4144,907,2025-06-27,126.32,electronics,card,completed
4145,3211,2026-06-22,81.72,clothing,bank_transfer,completed
4146,3729,2024-12-01,32.47,sports,bank_transfer,completed
4147,2720,2025-09-07,53.13,electronics,paypal,completed
4148,3667,2026-01-31,18.61,clothing,card,completed
4149,4896,2025-06-20,31.07,sports,card,completed
4150,2365,2026-03-21,62.6,beauty,card,refunded
4151,793,2026-05-19,33.33,clothing,bank_transfer,completed
4152,576,2025-11-13,82.14,home,card,completed
4153,1728,2024-08-26,191.89,sports,card,completed
4154,3228,2026-07-12,90.42,sports,card,completed
4155,3572,2024-12-09,15.14,clothing,card,completed
4156,4187,2026-03-04,46.94,clothing,card,refunded
4157,3726,2024-12-21,55.65,home,paypal,completed
4158,4857,2024-06-23,225.09,clothing,paypal,completed
4159,3367,2026-04-27,55.18,clothing,card,completed
4160,4866,2026-02-09,92.97,clothing,card,completed
4161,1361,2025-10-14,33.22,electronics,bank_transfer,completed
4162,2049,2026-01-15,35.39,clothing,card,refunded
4163,2976,2025-09-23,166.38,home,paypal,completed
4164,3197,2024-11-06,48.35,sports,paypal,cancelled
4165,1088,2025-04-10,35.25,beauty,card,refunded
4166,206,2025-02-23,89.9,clothing,bank_transfer,completed
4167,3487,2026-02-23,84.07,sports,cash,completed
4168,3316,2026-04-06,159.08,electronics,bank_transfer,completed
4169,623,2024-06-04,106.69,beauty,cash,completed
4170,1678,2026-08-05,38.02,home,bank_transfer,completed
4171,3288,2025-01-16,62.8,clothing,bank_transfer,completed
4172,3013,2025-09-28,17.37,clothing,card,completed
4173,3013,2025-04-26,55.25,clothing,bank_transfer,completed
4174,3638,2024-12-23,93.69,electronics,card,completed
4175,2701,2024-06-05,40.37,beauty,card,completed
4176,1872,2026-07-18,48.69,beauty,card,cancelled
4177,79,2024-10-31,115.65,clothing,cash,completed
4178,1477,2025-07-30,225.07,sports,paypal,completed
4179,4735,2024-06-17,70.7,sports,bank_transfer,completed
4180,3229,2026-06-25,86.34,home,bank_transfer,completed
4181,2336,2026-05-02,90.31,home,card,completed
4182,1726,2024-12-29,89.27,electronics,cash,refunded
4183,1115,2025-03-16,18.42,home,card,completed
4184,161,2026-03-11,61.92,electronics,card,completed
4185,1426,2024-11-25,49.96,home,paypal,completed
4186,1734,2026-04-02,48.1,home,card,completed
4187,4416,2024-11-21,96.64,electronics,card,completed
4188,2412,2026-06-25,176.45,clothing,paypal,completed
4189,3961,2026-02-13,173.21,electronics,cash,completed
4190,2523,2026-03-06,61.0,electronics,paypal,completed
4191,4862,2024-07-01,72.03,beauty,paypal,refunded
