"customer_id","country","age","device","premium_user","orders_count","total_revenue","avg_order_value","sessions_count","avg_session_duration","avg_pages_viewed","is_churned"
"235","UA","65","mobile","0","6","336","56","27","12.59","6.37","1"
"2941","UA","49","desktop","1","6","336","56","14","11.41","5.43","1"
"1157","UA","21","mobile","1","7","336","48","19","15.02","6.0","1"
"957","PL","67","desktop","1","6","336","56","25","12.58","6.0","0"
"3277","UA","62","desktop","0","6","336","56","25","20.1","5.6","0"
"3780","CZ","22","desktop","0","4","336","84","29","16.17","6.48","1"
"3786","UA","21","tablet","0","4","337","84","29","11.31","6.34","1"
"3219","UA","24","mobile","0","4","337","84","33","16.61","7.12","1"
"3824","UA","43","mobile","0","4","337","84","33","10.88","6.0","1"
"3738","PL","70","mobile","0","6","337","56","21","11.37","6.29","1"
"1830","PL","26","mobile","1","5","338","68","28","19.35","5.11","0"
"2607","CZ","38","mobile","0","5","338","68","34","11.92","5.79","1"
"4246","PL","64","desktop","0","6","338","56","23","10.43","6.39","0"
"2697","PL","35","desktop","0","8","338","42","22","12.05","6.23","0"
"3303","SK","27","desktop","1","5","338","68","22","12.01","6.82","1"
"1017","HU","32","mobile","1","6","338","56","22","14.2","5.91","0"
"4444","CZ","43","mobile","0","7","338","48","16","8.94","5.06","1"
"1259","UA","48","mobile","0","5","338","68","18","15.2","5.78","1"
"2179","UA","69","mobile","1","6","339","57","25","12.59","6.24","0"
"3895","PL","67","mobile","1","8","339","42","17","13.32","5.18","1"
"1001","UA","64","desktop","1","3","339","113","23","12.53","5.65","1"
"3620","UA","68","tablet","1","6","340","57","31","13.59","5.55","1"
"1567","HU","34","mobile","0","5","340","68","31","10.74","6.61","0"
"4953","PL","57","mobile","0","4","340","85","38","16.14","6.08","1"
"312","PL","39","desktop","1","4","340","85","18","9.86","6.39","1"
"420","UA","55","tablet","0","4","340","85","27","16.3","6.3","1"
"170","PL","31","mobile","0","4","341","85","27","12.74","5.26","1"
"4721","SK","26","desktop","1","8","341","43","25","13.4","6.04","0"
"254","UA","46","mobile","0","2","341","171","19","15.81","5.84","1"
"4161","PL","68","desktop","0","5","342","68","25","11.84","6.36","1"
"2278","SK","21","mobile","0","4","342","86","23","12.55","5.96","0"
"3689","UA","49","desktop","0","7","342","49","23","16.92","5.91","0"
"3803","PL","52","mobile","0","4","342","86","30","13.94","6.3","1"
"3183","CZ","62","mobile","0","6","342","57","29","14.21","5.21","0"
"3792","UA","42","desktop","1","3","342","114","20","9.81","5.55","1"
"4294","PL","29","mobile","0","5","342","68","31","10.74","6.03","1"
"2216","SK","63","mobile","0","5","342","68","23","14.97","5.09","0"
"3226","UA","58","desktop","0","5","342","68","26","14.34","6.08","1"
"3008","SK","39","desktop","1","7","342","49","23","14.19","6.35","0"
"3359","HU","52","mobile","1","6","343","57","26","12.87","5.65","0"
"3587","UA","49","tablet","1","5","343","69","27","11.9","5.52","0"
"15","UA","58","mobile","0","4","343","86","25","15.6","5.8","1"
"2708","UA","56","desktop","0","5","343","69","13","14.85","6.31","1"
"3227","UA","18","desktop","0","7","343","49","22","18.08","6.32","0"
"1327","HU","55","mobile","0","6","343","57","23","11.9","6.13","0"
"4707","SK","24","mobile","1","5","344","69","24","15.45","5.75","0"
"1719","UA","51","mobile","0","5","344","69","28","15.41","6.0","1"
"3157","UA","62","mobile","0","5","344","69","28","16.69","6.04","0"
"4349","HU","45","desktop","0","6","344","57","31","14.3","5.74","1"
"3964","HU","24","mobile","0","5","344","69","27","13.64","5.93","0"
"636","CZ","32","mobile","0","5","345","69","19","12.28","6.42","1"
"1411","UA","65","tablet","0","8","345","43","32","14.63","6.5","1"
"589","CZ","60","desktop","0","5","345","69","19","15.87","6.79","1"
"4839","PL","43","desktop","0","9","345","38","17","7.65","6.0","1"
"4961","SK","26","mobile","0","5","346","69","22","12.54","5.41","1"
"481","UA","46","desktop","0","6","346","58","20","10.11","5.0","1"
"4476","UA","68","mobile","0","5","346","69","18","12.05","5.78","1"
"4610","UA","58","desktop","0","6","346","58","22","11.58","6.91","1"
"3139","UA","57","mobile","0","8","347","43","23","13.22","6.83","0"
"2623","HU","37","mobile","1","9","347","39","20","13.19","5.65","0"
"3781","PL","46","mobile","0","4","347","87","29","11.14","6.52","1"
"452","SK","53","desktop","0","4","348","87","30","12.4","6.2","1"
"4556","SK","56","mobile","1","6","348","58","20","15.01","5.35","1"
"1156","UA","48","mobile","0","6","348","58","23","11.82","7.13","0"
"252","UA","40","mobile","1","6","348","58","24","12.04","6.13","0"
"2503","UA","49","mobile","0","6","348","58","27","11.14","5.63","1"
"432","CZ","68","desktop","1","5","348","70","31","11.86","6.06","1"
"2492","UA","60","desktop","0","5","348","70","28","14.26","5.79","0"
"4285","PL","19","mobile","0","6","348","58","14","15.09","6.86","1"
"1922","PL","62","mobile","1","6","349","58","25","16.32","7.0","1"
"4052","HU","22","mobile","1","5","349","70","14","8.08","6.86","1"
"4459","PL","38","mobile","1","5","349","70","22","14.8","7.0","1"
"470","SK","32","mobile","0","6","350","58","34","10.61","5.97","1"
"3115","PL","42","mobile","1","8","350","44","29","14.49","6.03","0"
"1181","CZ","49","desktop","0","8","350","44","21","9.42","6.19","1"
"1771","PL","25","mobile","0","5","350","70","26","16.07","6.27","1"
"4200","UA","22","desktop","0","6","350","58","34","12.32","6.0","0"
"525","CZ","68","mobile","0","5","350","70","32","12.07","5.84","1"
"2169","SK","43","mobile","0","7","350","50","23","13.01","6.13","1"
"4155","CZ","61","mobile","0","5","350","70","17","11.74","5.53","1"
"4119","SK","21","desktop","1","6","350","58","20","14.05","5.35","1"
"4960","CZ","70","desktop","0","7","351","50","22","15.75","6.59","1"
"1794","UA","64","desktop","0","5","352","70","12","11.33","6.17","1"
"63","CZ","68","desktop","0","7","352","50","22","10.75","6.18","1"
"1026","UA","66","desktop","0","7","352","50","24","15.43","5.33","0"
"4274","CZ","27","desktop","1","4","352","88","25","11.98","5.72","1"
"2724","PL","26","desktop","0","5","352","70","28","13.59","5.43","1"
"89","UA","33","mobile","0","4","352","88","18","10.91","5.17","1"
"375","UA","42","tablet","0","4","352","88","22","17.55","6.27","1"
"1086","UA","22","tablet","1","6","353","59","25","11.17","6.08","1"
"2122","CZ","29","mobile","1","5","353","71","24","14.15","6.08","1"
"2182","PL","59","mobile","1","6","353","59","16","17.33","6.38","0"
"1698","PL","69","mobile","0","5","353","71","19","12.43","5.0","1"
"1761","SK","64","desktop","1","5","353","71","23","11.07","5.91","1"
"933","UA","40","tablet","1","6","353","59","26","16.73","5.77","1"
"3901","CZ","35","mobile","1","6","353","59","18","9.63","6.39","1"
"1198","SK","21","desktop","1","8","353","44","29","13.79","5.69","1"
"1504","PL","59","mobile","1","4","354","89","20","12.76","5.45","1"
"2504","UA","37","mobile","0","5","354","71","24","11.34","5.88","0"
"907","UA","51","mobile","0","5","354","71","18","11.15","6.11","1"
"148","UA","29","mobile","0","4","354","89","23","10.8","6.09","1"
"4369","SK","70","mobile","0","9","354","39","24","11.93","6.17","0"
"1860","HU","24","mobile","0","7","354","51","26","12.25","5.96","0"
"2687","CZ","68","mobile","0","7","354","51","26","16.79","6.12","1"
"2631","CZ","38","mobile","1","4","354","89","30","11.3","5.3","1"
"4148","HU","29","desktop","0","4","354","89","22","8.94","5.45","1"
"4875","UA","59","tablet","0","7","354","51","20","16.04","6.6","0"
"647","HU","46","mobile","0","5","355","71","23","9.36","6.09","1"
"727","CZ","69","desktop","0","5","355","71","26","9.42","5.08","1"
"2690","PL","59","desktop","0","6","355","59","26","11.7","6.27","1"
"3438","PL","53","tablet","0","4","355","89","20","12.58","6.35","1"
"32","UA","44","tablet","0","8","355","44","16","8.31","5.69","1"
"4301","CZ","40","mobile","1","7","355","51","25","13.23","6.2","0"
"4592","UA","33","tablet","1","3","355","118","25","13.67","5.48","1"
"591","HU","64","desktop","0","6","356","59","23","7.82","6.09","1"
"56","UA","57","desktop","0","5","356","71","21","14.76","6.19","0"
"704","PL","48","desktop","1","5","356","71","24","13.97","5.67","1"
"1012","UA","59","desktop","0","6","357","60","17","10.61","5.24","1"
"4065","CZ","18","mobile","1","4","357","89","22","9.94","6.5","1"
"1938","PL","49","mobile","0","6","357","60","31","14.42","5.77","0"
"4570","UA","20","mobile","0","5","357","71","27","12.41","6.63","0"
"1176","PL","55","mobile","0","3","357","119","34","17.45","6.03","1"
"3367","UA","53","desktop","0","6","357","60","26","20.45","6.08","0"
"3678","SK","19","mobile","0","5","358","72","21","16.81","6.05","1"
"3068","UA","69","tablet","0","7","358","51","29","14.07","5.69","0"
"4624","UA","32","mobile","0","5","358","72","17","8.22","5.0","1"
"1846","CZ","37","desktop","0","4","358","90","26","13.38","6.31","0"
"3909","SK","61","desktop","0","7","359","51","20","10.06","5.45","1"
"495","UA","21","desktop","0","4","359","90","29","11.89","5.59","0"
"2979","UA","60","desktop","0","7","359","51","21","10.9","5.05","1"
"4469","HU","25","mobile","1","8","359","45","24","18.2","5.29","0"
"3112","UA","55","desktop","1","4","359","90","19","10.38","5.74","1"
"3133","UA","18","desktop","1","7","359","51","25","15.68","6.36","0"
"1439","PL","65","desktop","0","5","360","72","15","14.95","6.6","1"
"2073","UA","22","mobile","0","6","360","60","21","15.29","5.86","1"
"909","PL","22","desktop","0","3","360","120","17","9.67","6.41","1"
"65","SK","64","desktop","0","6","360","60","17","7.88","5.53","1"
"2446","PL","33","desktop","1","6","360","60","30","13.06","5.87","1"
"2433","CZ","36","desktop","0","3","361","120","14","13.86","6.21","0"
"757","UA","33","mobile","0","7","361","52","19","16.64","5.89","1"
"765","UA","29","mobile","0","6","361","60","22","11.35","6.09","1"
"1218","UA","62","desktop","1","4","361","90","23","10.73","5.87","1"
"2713","PL","69","mobile","1","7","361","52","22","12.43","6.18","1"
"1838","UA","32","desktop","0","6","361","60","26","11.8","6.46","1"
"808","UA","23","mobile","0","6","361","60","31","12.14","6.87","1"
"4800","CZ","19","mobile","0","4","362","91","32","15.15","6.31","1"
"1432","UA","42","mobile","0","7","362","52","24","13.15","6.25","1"
"3173","UA","49","desktop","0","4","362","91","21","15.05","5.1","1"
"448","UA","19","mobile","0","6","362","60","25","13.14","6.28","0"
"4116","UA","31","desktop","1","4","362","91","27","10.98","6.3","1"
"4878","SK","58","desktop","0","10","362","36","27","11.67","6.44","0"
"598","SK","64","mobile","1","6","362","60","25","14.89","5.64","0"
"2719","SK","32","mobile","0","6","362","60","20","11.72","5.95","1"
"4152","SK","27","tablet","0","5","362","72","20","11.43","6.8","1"
"3146","UA","60","mobile","0","7","363","52","18","11.96","5.94","0"
"1652","CZ","26","tablet","1","4","363","91","20","13.59","5.85","0"
"1984","SK","46","desktop","0","6","363","61","20","10.61","5.8","1"
"1306","UA","54","mobile","1","7","363","52","18","14.68","6.11","0"
"3545","UA","29","desktop","1","9","364","40","22","15.91","6.64","0"
"3196","CZ","53","mobile","0","7","364","52","21","14.27","5.52","0"
"1841","UA","49","desktop","0","9","364","40","31","12.01","6.16","1"
"2778","CZ","22","tablet","1","4","364","91","31","12.8","6.35","1"
"3237","UA","47","mobile","1","3","365","122","26","13.0","5.92","1"
"4259","UA","62","mobile","0","6","365","61","15","13.05","6.07","1"
"3363","CZ","70","mobile","1","7","366","52","26","16.13","6.08","0"
"4012","UA","34","desktop","0","5","366","73","29","11.01","6.24","1"
"2571","HU","33","mobile","1","5","366","73","34","12.66","6.03","1"
"4827","UA","70","desktop","0","7","366","52","20","9.54","5.3","1"
"1594","CZ","57","desktop","0","6","366","61","30","11.25","5.97","0"
"2955","UA","24","mobile","0","6","366","61","36","14.73","5.31","0"
"553","UA","62","desktop","0","4","367","92","23","17.59","5.65","1"
"3889","CZ","45","desktop","0","5","367","73","22","11.77","6.95","1"
"3021","SK","21","mobile","0","3","367","122","27","10.57","6.52","0"
"76","PL","40","desktop","1","5","367","73","29","12.47","5.79","0"
"3449","UA","35","desktop","0","8","367","46","19","13.59","5.16","1"
"1120","UA","34","mobile","1","6","367","61","19","9.69","6.68","1"
"1382","UA","37","mobile","0","5","368","74","24","13.07","6.63","0"
"3086","PL","25","tablet","0","4","368","92","28","11.85","6.46","0"
"2099","CZ","52","mobile","0","5","368","74","21","8.95","6.1","1"
"1039","UA","37","desktop","0","5","368","74","21","10.31","6.14","1"
"2795","CZ","52","mobile","0","7","368","53","26","19.61","5.92","1"
"2077","CZ","42","tablet","0","6","368","61","21","15.07","6.57","1"
"4382","UA","46","mobile","0","5","368","74","23","10.58","6.17","0"
"4629","UA","21","mobile","0","6","369","62","26","16.78","6.58","0"
"4240","UA","19","mobile","0","5","369","74","35","10.43","6.2","0"
"2296","SK","60","mobile","0","6","369","62","22","15.93","6.09","0"
"359","CZ","62","tablet","1","6","369","62","24","13.49","5.92","1"
"95","PL","33","mobile","0","4","369","92","32","12.72","6.19","1"
"4826","PL","41","mobile","0","6","369","62","30","12.93","6.1","1"
"4202","UA","27","mobile","0","7","369","53","24","13.05","6.75","0"
"4098","UA","46","tablet","0","8","370","46","17","12.99","6.24","1"
"1766","SK","60","mobile","0","6","370","62","18","12.02","5.22","1"
"4724","UA","53","mobile","0","6","370","62","33","13.9","6.73","0"
"2056","UA","31","mobile","0","5","370","74","28","12.29","5.29","1"
"2442","PL","20","desktop","0","6","370","62","29","14.92","6.21","0"
"356","PL","27","mobile","1","8","370","46","29","12.65","5.48","0"
"4694","UA","64","desktop","0","7","370","53","27","11.79","6.04","1"
"4265","HU","33","desktop","1","3","371","124","27","12.46","6.37","0"
"946","PL","29","mobile","0","7","371","53","20","13.02","6.0","1"
"2285","CZ","24","mobile","0","8","371","46","24","14.87","5.33","0"
"2387","UA","41","desktop","0","8","371","46","36","10.91","6.08","0"
"1095","CZ","40","mobile","1","7","371","53","16","14.55","6.31","0"
"3153","CZ","61","mobile","1","4","371","93","25","9.7","5.0","1"
"3954","UA","50","mobile","1","6","372","62","25","14.83","5.96","1"
"3880","UA","21","mobile","0","3","372","124","20","15.34","4.7","1"
"1169","UA","45","mobile","0","6","372","62","32","15.71","6.91","1"
"4084","UA","27","desktop","1","5","372","74","28","20.33","5.43","1"
"1940","CZ","59","desktop","0","8","372","47","19","14.43","6.58","1"
"2150","SK","43","desktop","0","6","372","62","19","19.47","4.63","1"
"509","CZ","63","mobile","0","5","372","74","23","10.73","6.3","0"
"521","UA","66","mobile","0","4","372","93","21","13.89","5.62","1"
"3972","HU","37","desktop","1","5","373","75","12","13.18","6.08","1"
"2080","SK","19","desktop","0","6","373","62","28","12.5","6.32","1"
"3397","HU","69","desktop","0","5","373","75","22","12.76","5.41","1"
"31","PL","41","desktop","0","3","373","124","29","15.8","5.79","1"
"1930","UA","66","tablet","1","3","373","124","20","13.53","6.05","0"
"3083","UA","41","mobile","1","7","373","53","27","13.6","5.37","0"
"2107","PL","34","mobile","0","4","373","93","30","15.48","5.53","1"
"366","CZ","55","mobile","0","6","374","62","27","15.45","5.11","1"
"4758","HU","55","mobile","0","7","375","54","25","13.92","6.16","1"
"3862","PL","30","mobile","0","4","375","94","21","11.07","5.57","1"
"674","UA","49","desktop","0","6","375","63","19","13.15","5.89","1"
"484","SK","27","desktop","0","7","375","54","19","13.44","5.37","1"
"328","SK","18","mobile","0","5","375","75","25","10.59","5.84","1"
"4144","PL","61","mobile","0","5","375","75","38","16.52","6.53","0"
"3203","PL","40","mobile","0","7","376","54","18","15.3","5.5","1"
"2575","UA","39","tablet","1","6","376","63","17","10.69","6.12","1"
"4386","UA","55","mobile","0","6","376","63","30","13.14","5.53","0"
"150","UA","64","mobile","0","4","376","94","21","11.81","6.29","1"
"297","UA","64","desktop","1","6","376","63","24","13.48","6.58","0"
"2639","PL","37","desktop","1","6","376","63","23","13.95","7.17","1"
"1907","PL","70","mobile","0","4","376","94","23","14.61","6.3","1"
"449","UA","60","mobile","0","8","377","47","23","14.32","5.52","0"
"1886","CZ","48","mobile","0","7","377","54","20","13.77","5.7","1"
"3998","UA","69","mobile","1","5","378","76","21","14.62","6.05","0"
"1833","HU","36","mobile","1","7","378","54","27","11.8","5.22","0"
"1106","UA","30","desktop","0","5","379","76","20","12.24","5.7","1"
"4422","PL","55","desktop","0","5","379","76","28","11.77","6.14","1"
"721","UA","26","tablet","0","4","379","95","22","12.3","5.59","0"
"4424","CZ","27","mobile","1","7","379","54","29","11.73","5.45","0"
"900","UA","37","mobile","1","6","379","63","16","10.76","6.75","1"
"142","PL","37","mobile","1","7","379","54","17","14.72","6.06","0"
"2499","CZ","49","mobile","1","5","379","76","31","19.06","6.06","1"
"752","PL","59","mobile","0","9","379","42","26","12.78","6.27","0"
"2862","UA","43","mobile","0","6","380","63","23","9.43","6.87","0"
"2327","UA","35","mobile","0","8","380","48","23","15.04","6.22","1"
"918","SK","37","tablet","1","5","380","76","24","12.63","5.88","0"
"1016","CZ","25","mobile","0","6","380","63","20","13.5","5.25","1"
"1271","UA","28","desktop","0","5","380","76","21","12.15","5.86","0"
"147","UA","66","mobile","1","5","380","76","27","12.23","5.81","0"
"2407","CZ","49","mobile","0","6","380","63","20","12.11","5.95","0"
"1968","UA","27","mobile","0","8","380","48","29","13.8","6.52","0"
"2970","UA","37","mobile","1","5","380","76","26","10.97","6.08","0"
"3302","UA","41","mobile","0","6","381","64","23","12.83","5.61","0"
"2523","HU","42","mobile","0","5","381","76","19","10.59","5.42","1"
"2810","UA","61","mobile","1","7","381","54","14","16.51","5.93","0"
"2450","PL","26","desktop","0","4","381","95","19","12.71","5.37","1"
"1645","HU","23","mobile","0","7","381","54","22","8.31","5.77","1"
"2765","UA","69","desktop","0","6","381","64","23","11.01","6.13","1"
"2062","PL","52","tablet","1","7","381","54","16","12.67","6.44","0"
"827","PL","67","tablet","1","6","381","64","25","12.75","6.04","1"
"4441","UA","43","mobile","0","6","381","64","20","11.84","5.95","1"
"2042","UA","49","desktop","0","6","381","64","14","7.79","5.5","1"
"4657","SK","21","mobile","0","6","382","64","32","12.12","6.25","0"
"78","UA","47","mobile","1","4","382","96","15","15.22","5.87","1"
"3051","PL","40","desktop","0","5","383","77","14","14.36","5.43","1"
"2274","PL","18","mobile","1","5","383","77","30","12.93","6.63","1"
"4635","PL","45","mobile","0","8","383","48","30","15.53","5.33","0"
"4738","PL","21","tablet","0","7","383","55","18","18.36","5.83","1"
"3912","CZ","70","mobile","0","6","383","64","25","10.3","6.64","1"
"2625","UA","23","desktop","0","6","384","64","21","14.1","5.62","1"
"3953","CZ","31","mobile","0","4","384","96","21","17.58","6.48","0"
"2063","HU","34","tablet","0","6","384","64","26","17.67","7.04","1"
"2012","UA","49","mobile","1","6","384","64","32","11.01","6.0","0"
"1787","CZ","62","mobile","0","7","384","55","22","10.22","6.82","0"
"123","SK","41","desktop","1","6","385","64","19","8.59","6.21","1"
"74","CZ","22","mobile","0","8","385","48","23","11.77","6.57","1"
"4066","PL","32","desktop","0","7","385","55","29","10.78","5.48","0"
"1058","SK","63","mobile","0","7","385","55","22","13.68","6.05","0"
"3988","UA","38","desktop","0","4","386","97","33","12.87","5.7","1"
"913","UA","29","mobile","0","6","386","64","22","20.88","6.14","1"
"2102","SK","20","mobile","0","5","386","77","22","12.22","5.91","1"
"4185","CZ","29","desktop","0","3","386","129","21","14.91","6.1","1"
"2875","UA","62","mobile","1","6","386","64","27","14.75","5.37","1"
"1971","SK","65","mobile","1","4","386","97","24","15.82","5.71","1"
"3389","CZ","43","desktop","0","5","386","77","28","12.14","6.14","1"
"1880","CZ","49","mobile","1","6","386","64","22","20.81","6.36","1"
"401","UA","64","tablet","1","7","387","55","17","12.07","4.88","1"
"201","UA","40","tablet","1","9","387","43","22","11.68","5.82","1"
"3826","UA","65","desktop","0","3","387","129","25","14.16","6.52","0"
"3110","PL","35","desktop","1","7","387","55","30","16.85","6.0","0"
"4209","UA","55","mobile","1","6","387","65","21","13.54","6.76","1"
"2212","PL","28","desktop","0","7","387","55","23","14.23","6.13","1"
"4091","PL","63","tablet","1","6","387","65","22","13.11","6.5","0"
"4759","UA","30","desktop","1","4","387","97","22","11.75","5.95","1"
"1670","SK","49","desktop","0","5","387","77","29","14.13","6.07","0"
"921","CZ","31","tablet","0","5","387","77","22","12.98","6.36","1"
"1563","UA","60","tablet","0","5","387","77","23","9.55","6.26","0"
"1179","UA","23","desktop","0","5","388","78","21","12.2","6.9","1"
"248","CZ","24","mobile","0","8","388","49","27","14.84","5.67","1"
"1627","PL","35","mobile","0","4","388","97","22","12.02","5.68","0"
"4220","PL","61","desktop","0","3","388","129","23","10.57","5.65","1"
"337","SK","65","desktop","1","7","388","55","25","14.87","6.32","0"
"1415","CZ","47","mobile","0","6","389","65","23","9.62","6.43","1"
"1915","SK","36","mobile","0","6","389","65","16","11.87","6.31","1"
"4996","SK","30","mobile","0","8","389","49","26","14.93","5.88","0"
"311","CZ","51","mobile","0","6","389","65","16","14.57","5.75","1"
"213","SK","68","desktop","0","5","390","78","22","14.7","5.09","1"
"1986","PL","29","mobile","0","7","390","56","30","15.39","5.57","1"
"3686","UA","40","mobile","0","6","390","65","28","12.04","6.29","1"
"4525","UA","22","mobile","0","6","390","65","26","11.66","5.88","1"
"3432","UA","37","tablet","0","5","390","78","20","12.5","5.85","1"
"4659","PL","69","mobile","0","7","390","56","20","20.43","6.25","1"
"4196","UA","34","mobile","0","5","390","78","27","15.89","5.59","0"
"2584","UA","39","mobile","1","8","390","49","18","18.06","6.06","1"
"3460","CZ","23","desktop","1","6","390","65","20","13.82","6.0","1"
"2176","UA","36","desktop","1","5","390","78","29","17.15","5.69","1"
"871","UA","52","desktop","0","6","390","65","26","16.3","5.65","0"
"3752","UA","45","desktop","0","7","391","56","24","14.65","6.08","0"
"3137","UA","33","mobile","0","6","391","65","32","16.67","6.34","0"
"4625","CZ","19","mobile","1","4","391","98","11","11.56","5.82","1"
"4804","PL","61","desktop","0","6","391","65","20","11.61","5.25","1"
"3965","PL","44","mobile","0","7","391","56","26","16.22","6.77","0"
"4487","CZ","47","mobile","0","5","392","78","22","12.14","6.55","1"
"4989","HU","22","mobile","0","6","392","65","31","10.11","6.52","0"
"2397","HU","31","desktop","0","7","392","56","23","13.29","5.96","0"
"3676","UA","39","tablet","0","8","392","49","18","12.98","6.33","1"
"2954","UA","35","mobile","0","6","392","65","23","14.31","6.39","0"
"3554","UA","47","tablet","0","5","392","78","24","13.94","5.83","1"
"3419","PL","53","desktop","1","5","393","79","26","9.26","6.23","1"
"3737","UA","48","desktop","0","6","393","66","28","12.4","6.0","0"
"279","SK","29","mobile","0","8","393","49","23","14.29","5.74","1"
"1757","CZ","44","mobile","0","5","393","79","26","14.12","5.58","1"
"3458","UA","65","desktop","1","8","393","49","24","12.22","6.79","0"
"1111","UA","29","desktop","1","6","393","66","21","19.36","5.24","1"
"392","PL","62","mobile","1","7","393","56","25","14.25","6.08","1"
"4580","UA","41","mobile","0","5","393","79","17","10.41","4.94","1"
"209","PL","20","mobile","0","6","393","66","26","14.36","6.54","1"
"838","UA","35","mobile","0","7","393","56","23","13.98","5.26","0"
"4307","UA","39","tablet","1","7","394","56","25","10.82","6.6","1"
"4923","UA","19","mobile","1","3","394","131","24","12.37","6.21","1"
"2609","SK","40","mobile","1","5","394","79","22","18.43","5.0","1"
"2268","CZ","65","mobile","0","6","394","66","26","7.49","5.62","1"
"1508","HU","39","mobile","0","7","394","56","28","13.28","5.61","0"
"4939","CZ","23","desktop","0","5","395","79","32","17.22","5.69","1"
"4832","UA","29","desktop","0","6","395","66","33","14.08","5.42","0"
"527","CZ","52","desktop","0","4","395","99","28","15.07","5.46","0"
"109","UA","65","desktop","0","7","395","56","27","14.54","5.96","1"
"2515","HU","33","desktop","0","2","395","198","25","14.08","5.52","1"
"4033","UA","34","mobile","1","4","395","99","26","12.7","5.62","0"
"2071","HU","37","desktop","0","7","396","57","13","12.22","5.15","0"
"3151","CZ","70","tablet","0","7","396","57","30","13.71","5.77","0"
"2173","HU","55","desktop","1","8","396","50","23","12.9","6.52","0"
"4520","UA","45","mobile","0","7","396","57","25","12.5","6.2","0"
"4489","UA","27","desktop","0","7","396","57","23","13.79","5.61","1"
"418","HU","27","desktop","0","4","396","99","17","13.68","6.53","1"
"3865","HU","21","tablet","0","6","396","66","22","15.49","6.05","1"
"2661","CZ","52","mobile","1","7","396","57","24","10.11","5.67","1"
"4364","SK","55","desktop","1","4","396","99","27","9.88","6.56","1"
"931","SK","61","mobile","1","10","396","40","22","11.51","6.32","0"
"1553","UA","35","mobile","1","6","396","66","19","14.9","6.11","0"
"668","PL","47","tablet","0","6","396","66","22","12.5","6.0","1"
"2239","CZ","20","desktop","0","6","397","66","18","13.94","5.83","1"
"3254","HU","34","desktop","1","5","397","79","19","12.29","6.47","0"
"3711","UA","53","mobile","1","6","397","66","27","17.97","6.93","0"
"4632","PL","70","tablet","0","6","397","66","31","10.11","5.58","1"
"3138","SK","61","mobile","0","3","397","132","20","10.9","6.25","1"
"2004","UA","53","mobile","0","6","397","66","21","20.85","5.48","1"
"2214","UA","66","mobile","0","5","397","79","20","13.73","5.6","1"
"1544","SK","51","mobile","0","5","397","79","22","17.51","5.95","1"
"4418","PL","22","mobile","1","7","398","57","30","10.02","6.8","1"
"3840","UA","26","tablet","0","5","398","80","27","10.74","5.81","0"
"1796","CZ","69","mobile","0","6","398","66","20","15.51","5.3","1"
"1723","SK","28","desktop","0","7","398","57","25","13.88","7.2","0"
"716","UA","32","desktop","0","7","398","57","30","13.59","6.67","1"
"396","CZ","70","desktop","1","7","398","57","20","13.3","6.3","0"
"1053","PL","57","mobile","1","6","398","66","27","12.03","5.89","1"
"3671","UA","61","mobile","0","6","398","66","23","9.67","6.13","1"
"818","CZ","54","desktop","1","6","398","66","17","11.3","6.41","1"
"4399","CZ","64","desktop","1","8","398","50","30","12.82","6.47","0"
"823","HU","52","tablet","0","6","399","67","26","12.47","6.62","0"
"4844","CZ","69","mobile","0","6","399","67","27","12.36","6.37","1"
"1632","UA","56","desktop","0","7","399","57","25","10.82","5.76","1"
"2802","HU","36","mobile","1","5","399","80","29","12.44","6.45","0"
"2089","UA","40","desktop","0","6","399","67","29","12.81","6.03","0"
"1063","SK","56","mobile","1","7","399","57","30","15.91","5.8","0"
"1444","UA","44","desktop","0","5","399","80","25","10.53","6.28","0"
"3038","PL","41","mobile","1","7","399","57","20","12.2","5.75","1"
"4235","UA","34","mobile","0","6","400","67","24","11.55","6.04","1"
"1537","CZ","52","desktop","1","5","400","80","29","11.83","5.93","1"
"925","CZ","35","desktop","0","3","400","133","23","13.24","6.35","0"
"2973","PL","39","mobile","0","6","400","67","26","12.87","5.81","0"
"2836","UA","24","mobile","0","5","400","80","26","11.06","6.35","0"
"2837","PL","44","desktop","0","8","400","50","31","9.18","5.84","0"
"3882","UA","61","tablet","0","8","400","50","21","16.48","5.43","1"
"1935","PL","55","desktop","0","6","400","67","30","12.62","6.23","0"
"4864","CZ","32","desktop","0","5","400","80","29","17.9","5.41","0"
"1649","UA","32","mobile","0","7","401","57","25","12.52","6.64","0"
"4047","CZ","26","mobile","0","5","401","80","20","11.19","6.35","1"
"891","SK","42","tablet","0","6","401","67","21","10.35","5.86","1"
"4722","PL","66","mobile","1","5","401","80","22","13.9","5.73","1"
"1092","CZ","52","mobile","0","6","401","67","22","14.09","5.82","1"
"3777","PL","32","desktop","0","6","402","67","16","8.75","5.69","1"
"665","UA","28","mobile","1","8","402","50","35","13.07","6.03","0"
"3534","CZ","28","desktop","0","6","402","67","34","11.79","5.74","1"
"1668","UA","36","desktop","1","8","402","50","29","17.79","5.66","0"
"2469","UA","63","mobile","0","6","403","67","23","14.28","6.26","1"
"447","UA","38","desktop","0","6","403","67","15","13.67","5.8","1"
"2030","UA","56","mobile","0","6","403","67","29","14.92","6.1","1"
"1096","CZ","34","mobile","0","7","403","58","24","12.93","5.88","0"
